StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q2_1,Q5_1,Q6_1,Q10,Q11,condition,L_novel,L_feature,L_comparison,M_novel,M_feature,M_comparison,H_novel,H_feature,H_comparison,id
2018-02-19T12:19:22Z,2018-02-19 12:22:12,IP Address,100,169,True,2018-02-19 12:22:12,NA,NA,NA,NA,anonymous,EN,33,1,75,"kobas,feps,dands",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,11
2018-02-19T16:14:32Z,2018-02-19 16:15:11,IP Address,100,38,True,2018-02-19 16:15:11,NA,NA,NA,NA,anonymous,EN,33,20,81,"kobas,dands,manus",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,12
2018-02-19T12:01:32Z,2018-02-19 12:02:31,IP Address,100,58,True,2018-02-19 12:02:31,NA,NA,NA,NA,anonymous,EN,37,48,64,"kobas,feps,dands",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,13
2018-02-19T13:31:05Z,2018-02-19 13:32:46,IP Address,100,100,True,2018-02-19 13:32:46,NA,NA,NA,NA,anonymous,EN,60,90,95,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,14
2018-02-19T11:46:05Z,2018-02-19 11:46:54,IP Address,100,49,True,2018-02-19 11:46:55,NA,NA,NA,NA,anonymous,EN,71,59,79,"kobas,feps,dands",no,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,15
2018-02-19T19:07:57Z,2018-02-19 19:09:11,IP Address,100,74,True,2018-02-19 19:09:11,NA,NA,NA,NA,anonymous,EN,56,51,64,"kobas,feps,dands",The language was very odd,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,16
2018-02-19T11:51:21Z,2018-02-19 11:52:27,IP Address,100,65,True,2018-02-19 11:52:27,NA,NA,NA,NA,anonymous,EN,60,75,96,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,17
2018-02-19T12:57:15Z,2018-02-19 12:57:45,IP Address,100,29,True,2018-02-19 12:57:45,NA,NA,NA,NA,anonymous,EN,60,72,93,"kobas,feps,dands",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,18
2018-02-19T11:59:40Z,2018-02-19 12:00:41,IP Address,100,60,True,2018-02-19 12:00:41,NA,NA,NA,NA,anonymous,EN,36,90,95,"kobas,dands",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,19
2018-02-19T17:39:25Z,2018-02-19 17:41:14,IP Address,100,108,True,2018-02-19 17:41:14,NA,NA,NA,NA,anonymous,EN,47,99,99,"kobas,feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,20
2018-02-19T15:25:26Z,2018-02-19 15:26:09,IP Address,100,42,True,2018-02-19 15:26:09,NA,NA,NA,NA,anonymous,EN,79,92,32,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,21
2018-02-19T11:54:24Z,2018-02-19 11:55:31,IP Address,100,67,True,2018-02-19 11:55:31,NA,NA,NA,NA,anonymous,EN,83,90,100,"kobas,feps,dands",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,22
2018-02-19T17:24:48Z,2018-02-19 17:26:25,IP Address,100,97,True,2018-02-19 17:26:25,NA,NA,NA,NA,anonymous,EN,25,90,100,"kobas,feps,tomas",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,23
2018-02-19T13:53:43Z,2018-02-19 13:54:24,IP Address,100,40,True,2018-02-19 13:54:24,NA,NA,NA,NA,anonymous,EN,50,67,100,"kobas,feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,24
2018-02-19T15:50:20Z,2018-02-19 15:51:36,IP Address,100,75,True,2018-02-19 15:51:36,NA,NA,NA,NA,anonymous,EN,3,39,90,"kobas,feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,25
2018-02-19T11:46:25Z,2018-02-19 11:47:54,IP Address,100,88,True,2018-02-19 11:47:54,NA,NA,NA,NA,anonymous,EN,90,75,100,"kobas,feps,dands",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,26
2018-02-19T15:35:37Z,2018-02-19 15:36:51,IP Address,100,74,True,2018-02-19 15:36:52,NA,NA,NA,NA,anonymous,EN,60,33,88,"kobas,feps,dands",Interesting and fun,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,27
2018-02-19T11:44:29Z,2018-02-19 11:47:46,IP Address,100,196,True,2018-02-19 11:47:46,NA,NA,NA,NA,anonymous,EN,50,80,90,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,28
2018-02-19T12:01:26Z,2018-02-19 12:02:42,IP Address,100,75,True,2018-02-19 12:02:42,NA,NA,NA,NA,anonymous,EN,25,77,96,"kobas,feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,29
2018-02-19T12:38:03Z,2018-02-19 12:39:45,IP Address,100,101,True,2018-02-19 12:39:45,NA,NA,NA,NA,anonymous,EN,49,54,100,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,30
2018-02-19T13:16:02Z,2018-02-19 13:16:57,IP Address,100,54,True,2018-02-19 13:16:57,NA,NA,NA,NA,anonymous,EN,52,36,100,"kobas,feps,dands",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,31
2018-02-19T13:45:11Z,2018-02-19 13:46:36,IP Address,100,85,True,2018-02-19 13:46:37,NA,NA,NA,NA,anonymous,EN,31,90,90,"kobas,feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,32
2018-02-19T15:45:35Z,2018-02-19 15:46:56,IP Address,100,80,True,2018-02-19 15:46:56,NA,NA,NA,NA,anonymous,EN,1,99,100,"kobas,feps,dands",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,33
2018-02-19T18:33:10Z,2018-02-19 18:35:05,IP Address,100,114,True,2018-02-19 18:35:05,NA,NA,NA,NA,anonymous,EN,85,75,90,"kobas,dands,bems",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,34
2018-02-19T12:22:45Z,2018-02-19 12:23:34,IP Address,100,48,True,2018-02-19 12:23:34,NA,NA,NA,NA,anonymous,EN,52,87,80,"kobas,feps,dands",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,35
2018-02-19T11:45:12Z,2018-02-19 11:46:17,IP Address,100,65,True,2018-02-19 11:46:17,NA,NA,NA,NA,anonymous,EN,73,84,100,"kobas,feps,dands",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,36
2018-02-19T11:44:58Z,2018-02-19 11:45:54,IP Address,100,56,True,2018-02-19 11:45:54,NA,NA,NA,NA,anonymous,EN,88,90,100,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,37
2018-02-19T12:02:00Z,2018-02-19 12:02:36,IP Address,100,35,True,2018-02-19 12:02:36,NA,NA,NA,NA,anonymous,EN,55,56,100,"kobas,feps,dands",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,38
2018-02-19T12:07:18Z,2018-02-19 12:07:50,IP Address,100,31,True,2018-02-19 12:07:50,NA,NA,NA,NA,anonymous,EN,33,72,85,"kobas,feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,39
2018-02-19T13:21:32Z,2018-02-19 13:23:10,IP Address,100,97,True,2018-02-19 13:23:10,NA,NA,NA,NA,anonymous,EN,40,65,70,"feps,dands",N/A,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,40
2018-02-19T13:46:38Z,2018-02-19 13:46:58,IP Address,100,20,True,2018-02-19 13:46:58,NA,NA,NA,NA,anonymous,EN,38,39,53,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,41
2018-02-19T19:00:12Z,2018-02-19 19:02:41,IP Address,100,148,True,2018-02-19 19:02:41,NA,NA,NA,NA,anonymous,EN,50,50,85,"kobas,feps,dands",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,42
2018-02-19T17:16:27Z,2018-02-19 17:17:45,IP Address,100,77,True,2018-02-19 17:17:46,NA,NA,NA,NA,anonymous,EN,60,50,80,"kobas,feps,dands",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,43
2018-02-19T11:54:48Z,2018-02-19 11:57:26,IP Address,100,158,True,2018-02-19 11:57:27,NA,NA,NA,NA,anonymous,EN,25,51,100,"kobas,feps,dands",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,44
2018-02-19T17:32:08Z,2018-02-19 17:33:07,IP Address,100,59,True,2018-02-19 17:33:08,NA,NA,NA,NA,anonymous,EN,20,81,75,"kobas,feps,lorps",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,45
2018-02-19T13:16:33Z,2018-02-19 13:17:11,IP Address,100,37,True,2018-02-19 13:17:11,NA,NA,NA,NA,anonymous,EN,14,30,94,"kobas,feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,46
2018-02-19T11:51:15Z,2018-02-19 11:52:03,IP Address,100,48,True,2018-02-19 11:52:03,NA,NA,NA,NA,anonymous,EN,0,50,52,"dands,tomas,lorps",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,47
2018-02-19T14:01:10Z,2018-02-19 14:01:57,IP Address,100,47,True,2018-02-19 14:01:58,NA,NA,NA,NA,anonymous,EN,62,72,70,"kobas,feps,dands",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,48
2018-02-19T11:48:31Z,2018-02-19 11:50:20,IP Address,100,109,True,2018-02-19 11:50:21,NA,NA,NA,NA,anonymous,EN,17,79,85,"kobas,feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,49
2018-02-19T16:12:24Z,2018-02-19 16:13:19,IP Address,100,55,True,2018-02-19 16:13:20,NA,NA,NA,NA,anonymous,EN,50,80,90,"feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,50
2018-02-19T16:42:04Z,2018-02-19 16:42:40,IP Address,100,35,True,2018-02-19 16:42:40,NA,NA,NA,NA,anonymous,EN,40,61,56,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,51
2018-02-19T11:46:26Z,2018-02-19 11:46:57,IP Address,100,30,True,2018-02-19 11:46:57,NA,NA,NA,NA,anonymous,EN,70,49,46,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,52
2018-02-19T11:52:39Z,2018-02-19 11:54:25,IP Address,100,105,True,2018-02-19 11:54:25,NA,NA,NA,NA,anonymous,EN,55,67,90,"kobas,feps,dands",Thanks for the interesting HIT.,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,53
2018-02-19T11:46:34Z,2018-02-19 11:47:27,IP Address,100,52,True,2018-02-19 11:47:27,NA,NA,NA,NA,anonymous,EN,67,67,90,"kobas,feps,dands",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,54
2018-02-19T11:56:04Z,2018-02-19 11:57:27,IP Address,100,83,True,2018-02-19 11:57:28,NA,NA,NA,NA,anonymous,EN,68,92,1,"kobas,feps,dands",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,55
2018-02-19T11:55:08Z,2018-02-19 11:56:42,IP Address,100,93,True,2018-02-19 11:56:42,NA,NA,NA,NA,anonymous,EN,70,52,50,"kobas,feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,56
2018-02-19T18:44:54Z,2018-02-19 18:45:23,IP Address,100,29,True,2018-02-19 18:45:23,NA,NA,NA,NA,anonymous,EN,80,76,78,"kobas,feps,dands",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,57
2018-02-19T11:46:01Z,2018-02-19 11:46:42,IP Address,100,41,True,2018-02-19 11:46:43,NA,NA,NA,NA,anonymous,EN,72,38,86,"kobas,feps,dands",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,58
2018-02-19T12:34:10Z,2018-02-19 12:35:17,IP Address,100,66,True,2018-02-19 12:35:18,NA,NA,NA,NA,anonymous,EN,15,40,90,"kobas,feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,59
2018-02-19T13:28:19Z,2018-02-19 13:29:15,IP Address,100,56,True,2018-02-19 13:29:15,NA,NA,NA,NA,anonymous,EN,52,65,100,"feps,dands",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,60
2018-02-19T18:49:36Z,2018-02-19 18:51:07,IP Address,100,91,True,2018-02-19 18:51:08,NA,NA,NA,NA,anonymous,EN,18,50,84,"kobas,feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,61
2018-02-19T14:38:35Z,2018-02-19 14:39:55,IP Address,100,80,True,2018-02-19 14:39:56,NA,NA,NA,NA,anonymous,EN,55,85,100,"kobas,feps",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,62
2018-02-19T11:45:20Z,2018-02-19 11:47:28,IP Address,100,127,True,2018-02-19 11:47:28,NA,NA,NA,NA,anonymous,EN,15,20,80,"kobas,dands",Inquisitive,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,63
2018-02-19T18:48:29Z,2018-02-19 18:49:41,IP Address,100,72,True,2018-02-19 18:49:41,NA,NA,NA,NA,anonymous,EN,45,55,82,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,64
2018-02-19T13:55:24Z,2018-02-19 13:55:51,IP Address,100,27,True,2018-02-19 13:55:52,NA,NA,NA,NA,anonymous,EN,76,22,83,"kobas,feps,dands",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,65
2018-02-19T11:48:45Z,2018-02-19 11:49:27,IP Address,100,41,True,2018-02-19 11:49:27,NA,NA,NA,NA,anonymous,EN,60,50,80,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,66
2018-02-19T18:22:10Z,2018-02-19 18:23:05,IP Address,100,54,True,2018-02-19 18:23:05,NA,NA,NA,NA,anonymous,EN,54,74,56,"feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,67
2018-02-19T11:44:35Z,2018-02-19 11:46:05,IP Address,100,89,True,2018-02-19 11:46:05,NA,NA,NA,NA,anonymous,EN,46,33,100,"kobas,feps,dands",Inductive and deductive reasonings.,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,68
2018-02-19T11:45:54Z,2018-02-19 11:47:10,IP Address,100,76,True,2018-02-19 11:47:10,NA,NA,NA,NA,anonymous,EN,75,90,81,"kobas,feps,dands",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,69
2018-02-19T11:45:33Z,2018-02-19 11:47:04,IP Address,100,91,True,2018-02-19 11:47:04,NA,NA,NA,NA,anonymous,EN,100,100,100,"kobas,feps,dands",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,70
2018-02-19T11:44:45Z,2018-02-19 11:45:26,IP Address,100,40,True,2018-02-19 11:45:26,NA,NA,NA,NA,anonymous,EN,52,56,26,"kobas,feps",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,71
2018-02-19T11:58:03Z,2018-02-19 11:59:55,IP Address,100,111,True,2018-02-19 11:59:55,NA,NA,NA,NA,anonymous,EN,86,82,100,"kobas,feps,dands",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,72
2018-02-19T11:44:33Z,2018-02-19 11:45:48,IP Address,100,74,True,2018-02-19 11:45:48,NA,NA,NA,NA,anonymous,EN,60,38,96,"kobas,feps,tomas",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,73
2018-02-19T12:45:57Z,2018-02-19 12:46:43,IP Address,100,45,True,2018-02-19 12:46:43,NA,NA,NA,NA,anonymous,EN,10,50,91,"feps,dands,tomas",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,74
2018-02-19T12:33:40Z,2018-02-19 12:34:43,IP Address,100,62,True,2018-02-19 12:34:43,NA,NA,NA,NA,anonymous,EN,35,20,70,kobas,NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,75
2018-02-19T11:58:32Z,2018-02-19 12:00:16,IP Address,100,104,True,2018-02-19 12:00:17,NA,NA,NA,NA,anonymous,EN,39,72,98,"kobas,feps,manus",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,76
2018-02-19T15:54:55Z,2018-02-19 15:55:44,IP Address,100,49,True,2018-02-19 15:55:45,NA,NA,NA,NA,anonymous,EN,92,80,93,feps,NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,77
2018-02-19T19:21:42Z,2018-02-19 19:24:18,IP Address,100,155,True,2018-02-19 19:24:19,NA,NA,NA,NA,anonymous,EN,45,75,99,"kobas,feps,dands",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,78
2018-02-19T11:56:42Z,2018-02-19 11:57:18,IP Address,100,36,True,2018-02-19 11:57:19,NA,NA,NA,NA,anonymous,EN,86,81,69,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,79
2018-02-19T11:53:29Z,2018-02-19 11:54:02,IP Address,100,33,True,2018-02-19 11:54:03,NA,NA,NA,NA,anonymous,EN,27,70,83,"kobas,feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,80
2018-02-19T18:44:37Z,2018-02-19 18:45:39,IP Address,100,62,True,2018-02-19 18:45:40,NA,NA,NA,NA,anonymous,EN,15,49,100,"kobas,feps,tomas",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,81
2018-02-19T12:17:53Z,2018-02-19 12:19:32,IP Address,100,99,True,2018-02-19 12:19:33,NA,NA,NA,NA,anonymous,EN,25,50,70,"kobas,feps,dands",interesting!,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,82
2018-02-19T17:41:16Z,2018-02-19 17:42:44,IP Address,100,88,True,2018-02-19 17:42:45,NA,NA,NA,NA,anonymous,EN,31,15,49,"feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,83
2018-02-19T11:46:57Z,2018-02-19 11:47:49,IP Address,100,52,True,2018-02-19 11:47:49,NA,NA,NA,NA,anonymous,EN,9,87,100,"kobas,feps,dands,tomas",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,84
2018-02-19T16:50:05Z,2018-02-19 16:51:04,IP Address,100,59,True,2018-02-19 16:51:05,NA,NA,NA,NA,anonymous,EN,18,72,85,"kobas,feps",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,85
2018-02-19T11:53:50Z,2018-02-19 11:54:45,IP Address,100,54,True,2018-02-19 11:54:45,NA,NA,NA,NA,anonymous,EN,24,74,91,"kobas,feps,dands",Thanks!,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,86
2018-02-19T12:06:35Z,2018-02-19 12:08:06,IP Address,100,90,True,2018-02-19 12:08:06,NA,NA,NA,NA,anonymous,EN,35,53,44,"kobas,feps,dands",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,87
2018-02-19T18:37:17Z,2018-02-19 18:38:07,IP Address,100,49,True,2018-02-19 18:38:08,NA,NA,NA,NA,anonymous,EN,32,54,87,"kobas,feps,dands",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,88
2018-02-19T13:47:43Z,2018-02-19 13:48:43,IP Address,100,59,True,2018-02-19 13:48:43,NA,NA,NA,NA,anonymous,EN,49,84,80,"kobas,feps,dands","thank you,",L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,89
2018-02-19T12:16:27Z,2018-02-19 12:17:29,IP Address,100,61,True,2018-02-19 12:17:30,NA,NA,NA,NA,anonymous,EN,89,55,44,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,90
2018-02-19T12:01:30Z,2018-02-19 12:02:35,IP Address,100,64,True,2018-02-19 12:02:35,NA,NA,NA,NA,anonymous,EN,50,100,91,"kobas,feps,dands",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,91
2018-02-19T11:45:43Z,2018-02-19 11:46:24,IP Address,100,40,True,2018-02-19 11:46:24,NA,NA,NA,NA,anonymous,EN,37,90,78,"kobas,dands",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,92
2018-02-19T11:53:03Z,2018-02-19 11:54:21,IP Address,100,78,True,2018-02-19 11:54:22,NA,NA,NA,NA,anonymous,EN,70,80,100,"kobas,feps,dands,bems",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,93
2018-02-19T17:10:07Z,2018-02-19 17:11:14,IP Address,100,67,True,2018-02-19 17:11:14,NA,NA,NA,NA,anonymous,EN,90,96,98,"kobas,feps,dands",Thanks!,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,94
2018-02-19T12:07:18Z,2018-02-19 12:08:26,IP Address,100,68,True,2018-02-19 12:08:26,NA,NA,NA,NA,anonymous,EN,55,20,95,"kobas,dands,tomas",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,95
2018-02-19T11:54:14Z,2018-02-19 11:54:59,IP Address,100,45,True,2018-02-19 11:55:00,NA,NA,NA,NA,anonymous,EN,45,90,90,"kobas,dands,tomas",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,96
2018-02-19T11:48:41Z,2018-02-19 11:49:22,IP Address,100,40,True,2018-02-19 11:49:22,NA,NA,NA,NA,anonymous,EN,75,60,87,"kobas,feps,dands",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,97
2018-02-19T12:14:27Z,2018-02-19 12:15:34,IP Address,100,66,True,2018-02-19 12:15:35,NA,NA,NA,NA,anonymous,EN,70,41,100,"feps,dands",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,98
2018-02-19T18:00:23Z,2018-02-19 18:02:32,IP Address,100,129,True,2018-02-19 18:02:32,NA,NA,NA,NA,anonymous,EN,63,72,80,"kobas,feps,dands",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,99
2018-02-19T14:36:21Z,2018-02-19 14:38:08,IP Address,100,106,True,2018-02-19 14:38:10,NA,NA,NA,NA,anonymous,EN,20,50,85,"kobas,feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,100
