row,t,sig_ps,V1,V2,V3,V4,V5,V6
43,7.16888425231923,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,podcast_1,dairy_products_1
44,4.007100455023496,0.81,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,podcast_1,go_to_gym_1
45,7.04999574833226,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,podcast_1,drink_coffee_1
46,5.261316434617855,0.88,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,driving_1,cook_at_home_1
47,7.083337592178419,0.96,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,driving_1,dairy_products_1
48,6.2465871521574945,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,driving_1,go_to_gym_1
49,5.998885845382022,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,driving_1,drink_coffee_1
50,7.979522470345737,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cook_at_home_1,dairy_products_1
51,8.292514836060198,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cook_at_home_1,go_to_gym_1
52,8.60159790705396,0.99,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cook_at_home_1,drink_coffee_1
53,7.119838513621806,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,dairy_products_1,go_to_gym_1
54,8.397893178711847,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,dairy_products_1,drink_coffee_1
55,6.352985137857608,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,go_to_gym_1,drink_coffee_1
56,2.1847871456723724,0.24,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,cigarettes_1,grocery_1
57,1.2420250127318886,0.02,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,cigarettes_1,tennis_1
58,1.4701207596476151,0.09,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,cigarettes_1,skiing_1
59,1.8087638237945451,0.13,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,cigarettes_1,podcast_1
60,2.5992474399399224,0.36,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,cigarettes_1,driving_1
61,4.374837929535668,0.84,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,cigarettes_1,cook_at_home_1
62,3.6485253679483165,0.72,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,cigarettes_1,dairy_products_1
63,2.9313740725817,0.45,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,cigarettes_1,go_to_gym_1
64,4.050023914778819,0.83,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,cigarettes_1,drink_coffee_1
65,1.8989807600832802,0.16,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,grocery_1,tennis_1
66,2.1305113608584776,0.22,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,grocery_1,skiing_1
67,2.139305115708159,0.24,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,grocery_1,podcast_1
68,3.7630823204896204,0.65,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,grocery_1,driving_1
69,3.308579615482662,0.68,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,grocery_1,cook_at_home_1
70,4.671364140409419,0.87,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,grocery_1,dairy_products_1
71,2.4688935924312405,0.34,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,grocery_1,go_to_gym_1
72,4.775441760407116,0.86,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,grocery_1,drink_coffee_1
73,1.627075393840767,0.12,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,tennis_1,skiing_1
74,1.3388568274701012,0.03,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,tennis_1,podcast_1
75,2.036906750432781,0.17,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,tennis_1,driving_1
76,2.8793519710016633,0.48,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,tennis_1,cook_at_home_1
77,2.183335010096606,0.22,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,tennis_1,dairy_products_1
78,2.0635861506497637,0.24,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,tennis_1,go_to_gym_1
79,2.6169914288142415,0.38,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,tennis_1,drink_coffee_1
80,1.2806513048676886,0.01,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,skiing_1,podcast_1
81,2.248338661992444,0.25,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,skiing_1,driving_1
82,2.927879846314868,0.55,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,skiing_1,cook_at_home_1
83,2.8239244509510333,0.44,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,skiing_1,dairy_products_1
84,1.692024264149855,0.09,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,skiing_1,go_to_gym_1
85,3.3215138263529096,0.65,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,skiing_1,drink_coffee_1
86,2.6484419299213084,0.42,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,podcast_1,driving_1
87,4.100780670535243,0.8,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,podcast_1,cook_at_home_1
88,2.4299029630844964,0.33,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,podcast_1,dairy_products_1
89,2.9176261129395504,0.53,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,podcast_1,go_to_gym_1
90,3.273413926754493,0.64,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,podcast_1,drink_coffee_1
91,3.663888190308197,0.77,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,driving_1,cook_at_home_1
92,5.631156540413576,0.92,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,driving_1,dairy_products_1
93,5.733331577214675,0.98,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,driving_1,go_to_gym_1
94,5.397067709793722,0.94,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,driving_1,drink_coffee_1
95,6.11563840236542,0.98,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,cook_at_home_1,dairy_products_1
96,6.962114695336641,0.98,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,cook_at_home_1,go_to_gym_1
97,6.677986817241827,0.98,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,cook_at_home_1,drink_coffee_1
98,5.124051781370836,0.93,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,dairy_products_1,go_to_gym_1
99,8.110180129753486,1,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,dairy_products_1,drink_coffee_1
100,5.658821180512764,0.97,big_cities_1,own_homes_1,computer_preference_1,vegetarian_1,go_to_gym_1,drink_coffee_1
101,2.4849252303329,0.27,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,grocery_1,tennis_1
102,2.95416997292023,0.54,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,grocery_1,skiing_1
103,4.217119938768073,0.83,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,grocery_1,podcast_1
104,5.257878760039355,0.95,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,grocery_1,driving_1
105,5.600205308515877,0.92,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,grocery_1,cook_at_home_1
106,6.906435579329234,0.97,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,grocery_1,dairy_products_1
107,6.092963223286901,0.95,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,grocery_1,go_to_gym_1
108,6.3325640962954095,0.96,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,grocery_1,drink_coffee_1
109,1.4610331368995997,0.05,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,tennis_1,skiing_1
110,1.3893680920723261,0.02,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,tennis_1,podcast_1
111,1.4315582897051264,0.01,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,tennis_1,driving_1
112,2.4152794978962393,0.28,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,tennis_1,cook_at_home_1
113,1.8208476684422987,0.09,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,tennis_1,dairy_products_1
114,2.5405683899619684,0.38,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,tennis_1,go_to_gym_1
115,1.9546231346146368,0.15,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,tennis_1,drink_coffee_1
116,1.8075955135787038,0.17,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,skiing_1,podcast_1
117,2.056546209035418,0.2,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,skiing_1,driving_1
118,3.120446743660852,0.63,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,skiing_1,cook_at_home_1
119,2.7384734760214022,0.41,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,skiing_1,dairy_products_1
120,1.4964883802187323,0.03,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,skiing_1,go_to_gym_1
121,3.3003820764927654,0.59,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,skiing_1,drink_coffee_1
122,4.348468779405705,0.84,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,podcast_1,driving_1
123,4.6533224155000665,0.91,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,podcast_1,cook_at_home_1
124,5.022598474980537,0.93,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,podcast_1,dairy_products_1
125,4.691241092819704,0.91,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,podcast_1,go_to_gym_1
126,5.933010443951323,0.93,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,podcast_1,drink_coffee_1
127,4.09819538106615,0.8,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,driving_1,cook_at_home_1
128,5.541031705509701,0.96,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,driving_1,dairy_products_1
129,5.625026455519259,0.93,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,driving_1,go_to_gym_1
130,5.439933643270031,0.95,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,driving_1,drink_coffee_1
131,5.9136438999327154,0.95,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,cook_at_home_1,dairy_products_1
132,5.688234248395372,0.95,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,cook_at_home_1,go_to_gym_1
133,5.9738850685124945,1,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,cook_at_home_1,drink_coffee_1
134,6.285995822939227,0.99,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,dairy_products_1,go_to_gym_1
135,7.901253858496101,0.96,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,dairy_products_1,drink_coffee_1
136,6.436962924927705,0.99,big_cities_1,own_homes_1,computer_preference_1,cigarettes_1,go_to_gym_1,drink_coffee_1
137,2.9225714221118797,0.48,big_cities_1,own_homes_1,computer_preference_1,grocery_1,tennis_1,skiing_1
138,3.0300100173254307,0.59,big_cities_1,own_homes_1,computer_preference_1,grocery_1,tennis_1,podcast_1
139,3.6645923147647808,0.7,big_cities_1,own_homes_1,computer_preference_1,grocery_1,tennis_1,driving_1
140,3.9896436040314303,0.76,big_cities_1,own_homes_1,computer_preference_1,grocery_1,tennis_1,cook_at_home_1
141,3.9997614935227492,0.75,big_cities_1,own_homes_1,computer_preference_1,grocery_1,tennis_1,dairy_products_1
142,4.377760134031266,0.8,big_cities_1,own_homes_1,computer_preference_1,grocery_1,tennis_1,go_to_gym_1
143,4.739356558725663,0.88,big_cities_1,own_homes_1,computer_preference_1,grocery_1,tennis_1,drink_coffee_1
144,3.7174781510598054,0.71,big_cities_1,own_homes_1,computer_preference_1,grocery_1,skiing_1,podcast_1
145,3.8033627608853644,0.75,big_cities_1,own_homes_1,computer_preference_1,grocery_1,skiing_1,driving_1
146,4.789760325195852,0.92,big_cities_1,own_homes_1,computer_preference_1,grocery_1,skiing_1,cook_at_home_1
147,5.572496657003448,0.91,big_cities_1,own_homes_1,computer_preference_1,grocery_1,skiing_1,dairy_products_1
148,3.4988176355156053,0.68,big_cities_1,own_homes_1,computer_preference_1,grocery_1,skiing_1,go_to_gym_1
149,5.30786901299753,0.98,big_cities_1,own_homes_1,computer_preference_1,grocery_1,skiing_1,drink_coffee_1
150,5.295897406599284,0.92,big_cities_1,own_homes_1,computer_preference_1,grocery_1,podcast_1,driving_1
151,5.224899155861255,0.93,big_cities_1,own_homes_1,computer_preference_1,grocery_1,podcast_1,cook_at_home_1
152,5.291062294086249,0.93,big_cities_1,own_homes_1,computer_preference_1,grocery_1,podcast_1,dairy_products_1
153,4.261383662823362,0.76,big_cities_1,own_homes_1,computer_preference_1,grocery_1,podcast_1,go_to_gym_1
154,5.264417456811425,0.93,big_cities_1,own_homes_1,computer_preference_1,grocery_1,podcast_1,drink_coffee_1
155,4.285315014685954,0.82,big_cities_1,own_homes_1,computer_preference_1,grocery_1,driving_1,cook_at_home_1
156,5.418356068611275,0.9,big_cities_1,own_homes_1,computer_preference_1,grocery_1,driving_1,dairy_products_1
157,6.656027981992709,0.99,big_cities_1,own_homes_1,computer_preference_1,grocery_1,driving_1,go_to_gym_1
158,5.438989924819161,0.92,big_cities_1,own_homes_1,computer_preference_1,grocery_1,driving_1,drink_coffee_1
159,5.937589142803253,0.97,big_cities_1,own_homes_1,computer_preference_1,grocery_1,cook_at_home_1,dairy_products_1
160,6.109363587645067,0.97,big_cities_1,own_homes_1,computer_preference_1,grocery_1,cook_at_home_1,go_to_gym_1
161,6.0208501365266285,0.97,big_cities_1,own_homes_1,computer_preference_1,grocery_1,cook_at_home_1,drink_coffee_1
162,6.5329438640974375,1,big_cities_1,own_homes_1,computer_preference_1,grocery_1,dairy_products_1,go_to_gym_1
163,7.215051231469752,0.99,big_cities_1,own_homes_1,computer_preference_1,grocery_1,dairy_products_1,drink_coffee_1
164,7.38451432360157,0.99,big_cities_1,own_homes_1,computer_preference_1,grocery_1,go_to_gym_1,drink_coffee_1
165,2.2037363016397724,0.31,big_cities_1,own_homes_1,computer_preference_1,tennis_1,skiing_1,podcast_1
166,2.2688582379256017,0.31,big_cities_1,own_homes_1,computer_preference_1,tennis_1,skiing_1,driving_1
167,3.5379743771559613,0.63,big_cities_1,own_homes_1,computer_preference_1,tennis_1,skiing_1,cook_at_home_1
168,2.6018082563794196,0.43,big_cities_1,own_homes_1,computer_preference_1,tennis_1,skiing_1,dairy_products_1
169,3.031749722494464,0.52,big_cities_1,own_homes_1,computer_preference_1,tennis_1,skiing_1,go_to_gym_1
170,3.4298104675477274,0.67,big_cities_1,own_homes_1,computer_preference_1,tennis_1,skiing_1,drink_coffee_1
171,3.3143616779890563,0.56,big_cities_1,own_homes_1,computer_preference_1,tennis_1,podcast_1,driving_1
172,3.971982769497497,0.79,big_cities_1,own_homes_1,computer_preference_1,tennis_1,podcast_1,cook_at_home_1
173,3.023067922521337,0.46,big_cities_1,own_homes_1,computer_preference_1,tennis_1,podcast_1,dairy_products_1
174,4.299764583348908,0.81,big_cities_1,own_homes_1,computer_preference_1,tennis_1,podcast_1,go_to_gym_1
175,2.91271567296634,0.57,big_cities_1,own_homes_1,computer_preference_1,tennis_1,podcast_1,drink_coffee_1
176,2.5105723538056193,0.37,big_cities_1,own_homes_1,computer_preference_1,tennis_1,driving_1,cook_at_home_1
177,3.3957329619081045,0.57,big_cities_1,own_homes_1,computer_preference_1,tennis_1,driving_1,dairy_products_1
178,5.632242870014039,0.96,big_cities_1,own_homes_1,computer_preference_1,tennis_1,driving_1,go_to_gym_1
179,4.187571833564576,0.9,big_cities_1,own_homes_1,computer_preference_1,tennis_1,driving_1,drink_coffee_1
180,3.03297716447734,0.59,big_cities_1,own_homes_1,computer_preference_1,tennis_1,cook_at_home_1,dairy_products_1
181,5.650428489392099,0.93,big_cities_1,own_homes_1,computer_preference_1,tennis_1,cook_at_home_1,go_to_gym_1
182,3.989513660472415,0.76,big_cities_1,own_homes_1,computer_preference_1,tennis_1,cook_at_home_1,drink_coffee_1
183,5.736885945134483,0.94,big_cities_1,own_homes_1,computer_preference_1,tennis_1,dairy_products_1,go_to_gym_1
184,4.155211494478913,0.87,big_cities_1,own_homes_1,computer_preference_1,tennis_1,dairy_products_1,drink_coffee_1
185,6.188749197133435,0.99,big_cities_1,own_homes_1,computer_preference_1,tennis_1,go_to_gym_1,drink_coffee_1
186,2.9822643012940544,0.59,big_cities_1,own_homes_1,computer_preference_1,skiing_1,podcast_1,driving_1
187,4.732923998452901,0.89,big_cities_1,own_homes_1,computer_preference_1,skiing_1,podcast_1,cook_at_home_1
188,3.5692004876792103,0.7,big_cities_1,own_homes_1,computer_preference_1,skiing_1,podcast_1,dairy_products_1
189,2.7253865476526586,0.42,big_cities_1,own_homes_1,computer_preference_1,skiing_1,podcast_1,go_to_gym_1
190,3.6401542683104404,0.68,big_cities_1,own_homes_1,computer_preference_1,skiing_1,podcast_1,drink_coffee_1
191,3.3031730453624744,0.69,big_cities_1,own_homes_1,computer_preference_1,skiing_1,driving_1,cook_at_home_1
192,4.22420339229032,0.87,big_cities_1,own_homes_1,computer_preference_1,skiing_1,driving_1,dairy_products_1
193,2.8317407235706655,0.48,big_cities_1,own_homes_1,computer_preference_1,skiing_1,driving_1,go_to_gym_1
194,4.512978929626985,0.86,big_cities_1,own_homes_1,computer_preference_1,skiing_1,driving_1,drink_coffee_1
195,5.816277809878513,0.96,big_cities_1,own_homes_1,computer_preference_1,skiing_1,cook_at_home_1,dairy_products_1
196,4.548770016310777,0.82,big_cities_1,own_homes_1,computer_preference_1,skiing_1,cook_at_home_1,go_to_gym_1
197,7.13941390263211,0.98,big_cities_1,own_homes_1,computer_preference_1,skiing_1,cook_at_home_1,drink_coffee_1
198,3.6397408929181547,0.66,big_cities_1,own_homes_1,computer_preference_1,skiing_1,dairy_products_1,go_to_gym_1
199,5.965385665748761,0.99,big_cities_1,own_homes_1,computer_preference_1,skiing_1,dairy_products_1,drink_coffee_1
200,3.4833669807748753,0.67,big_cities_1,own_homes_1,computer_preference_1,skiing_1,go_to_gym_1,drink_coffee_1
201,5.288235601777761,0.93,big_cities_1,own_homes_1,computer_preference_1,podcast_1,driving_1,cook_at_home_1
202,7.7754626285998825,0.96,big_cities_1,own_homes_1,computer_preference_1,podcast_1,driving_1,dairy_products_1
203,7.999380099998548,1,big_cities_1,own_homes_1,computer_preference_1,podcast_1,driving_1,go_to_gym_1
204,6.536425634384152,1,big_cities_1,own_homes_1,computer_preference_1,podcast_1,driving_1,drink_coffee_1
205,7.694125537842042,0.98,big_cities_1,own_homes_1,computer_preference_1,podcast_1,cook_at_home_1,dairy_products_1
206,7.856449813388144,1,big_cities_1,own_homes_1,computer_preference_1,podcast_1,cook_at_home_1,go_to_gym_1
207,10.296930278631391,1,big_cities_1,own_homes_1,computer_preference_1,podcast_1,cook_at_home_1,drink_coffee_1
208,7.917376819245691,0.98,big_cities_1,own_homes_1,computer_preference_1,podcast_1,dairy_products_1,go_to_gym_1
209,10.224153443758894,1,big_cities_1,own_homes_1,computer_preference_1,podcast_1,dairy_products_1,drink_coffee_1
210,7.974661875046073,1,big_cities_1,own_homes_1,computer_preference_1,podcast_1,go_to_gym_1,drink_coffee_1
211,4.443334094686578,0.9,big_cities_1,own_homes_1,computer_preference_1,driving_1,cook_at_home_1,dairy_products_1
212,5.906815837816892,0.97,big_cities_1,own_homes_1,computer_preference_1,driving_1,cook_at_home_1,go_to_gym_1
213,3.8774713067356394,0.79,big_cities_1,own_homes_1,computer_preference_1,driving_1,cook_at_home_1,drink_coffee_1
214,7.481957460932031,1,big_cities_1,own_homes_1,computer_preference_1,driving_1,dairy_products_1,go_to_gym_1
215,6.074884645909537,0.96,big_cities_1,own_homes_1,computer_preference_1,driving_1,dairy_products_1,drink_coffee_1
216,6.978231261071078,0.99,big_cities_1,own_homes_1,computer_preference_1,driving_1,go_to_gym_1,drink_coffee_1
217,8.905695246624617,0.99,big_cities_1,own_homes_1,computer_preference_1,cook_at_home_1,dairy_products_1,go_to_gym_1
218,8.372347682216978,1,big_cities_1,own_homes_1,computer_preference_1,cook_at_home_1,dairy_products_1,drink_coffee_1
219,8.79914060933845,1,big_cities_1,own_homes_1,computer_preference_1,cook_at_home_1,go_to_gym_1,drink_coffee_1
220,8.852067511662923,1,big_cities_1,own_homes_1,computer_preference_1,dairy_products_1,go_to_gym_1,drink_coffee_1
221,2.8032158861061056,0.44,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,cigarettes_1,grocery_1
222,0.9333311229645058,0.04,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,cigarettes_1,tennis_1
223,1.262328830341765,0.09,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,cigarettes_1,skiing_1
224,1.214959972572751,0.04,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,cigarettes_1,podcast_1
225,2.239528524141305,0.23,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,cigarettes_1,driving_1
226,3.3911039015551374,0.64,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,cigarettes_1,cook_at_home_1
227,3.1917576442528497,0.56,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,cigarettes_1,dairy_products_1
228,2.206450225226494,0.29,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,cigarettes_1,go_to_gym_1
229,3.6113074243740746,0.7,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,cigarettes_1,drink_coffee_1
230,2.4826669928196026,0.39,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,grocery_1,tennis_1
231,2.1946696877080263,0.28,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,grocery_1,skiing_1
232,2.305714182034231,0.29,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,grocery_1,podcast_1
233,3.524753436105484,0.67,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,grocery_1,driving_1
234,3.626560735641935,0.61,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,grocery_1,cook_at_home_1
235,3.9957665181365067,0.78,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,grocery_1,dairy_products_1
236,2.5028903542724996,0.39,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,grocery_1,go_to_gym_1
237,4.086513563615152,0.81,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,grocery_1,drink_coffee_1
238,1.208871713804402,0.06,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,tennis_1,skiing_1
239,1.1075443635442523,0.05,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,tennis_1,podcast_1
240,1.6767829453841367,0.09,big_cities_1,own_homes_1,news_phone_1,vegetarian_1,tennis_1,driving_1
