row,t,sig_ps,V1,V2,V3,V4,V5,V6,V7,V8
28,4.096419550161282,0.92,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cigarettes_1,driving_1,dairy_products_1
29,3.2167697201849186,0.73,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cigarettes_1,driving_1,go_to_gym_1
30,4.6671798153625295,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cigarettes_1,driving_1,drink_coffee_1
31,5.265790666218657,0.96,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cigarettes_1,cook_at_home_1,dairy_products_1
32,4.510794811289715,0.96,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cigarettes_1,cook_at_home_1,go_to_gym_1
33,5.124218424201497,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cigarettes_1,cook_at_home_1,drink_coffee_1
34,4.024530809483541,0.9,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cigarettes_1,dairy_products_1,go_to_gym_1
35,5.282626597955999,0.99,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cigarettes_1,dairy_products_1,drink_coffee_1
36,3.9600620140514895,0.87,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cigarettes_1,go_to_gym_1,drink_coffee_1
37,1.9368009748117112,0.22,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,tennis_1,skiing_1
38,2.1268826654734627,0.29,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,tennis_1,podcast_1
39,3.209151224761762,0.74,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,tennis_1,driving_1
40,3.424767937265067,0.85,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,tennis_1,cook_at_home_1
41,3.540964526829075,0.8,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,tennis_1,dairy_products_1
42,2.3547827131176775,0.38,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,tennis_1,go_to_gym_1
43,3.3844783512620835,0.78,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,tennis_1,drink_coffee_1
44,1.9859479718419895,0.24,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,skiing_1,podcast_1
45,3.0818169009670364,0.73,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,skiing_1,driving_1
46,3.5345633257929934,0.84,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,skiing_1,cook_at_home_1
47,3.4671311767078263,0.84,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,skiing_1,dairy_products_1
48,2.3761459643234475,0.41,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,skiing_1,go_to_gym_1
49,3.4170344271215685,0.79,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,skiing_1,drink_coffee_1
50,3.114635978004576,0.73,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,podcast_1,driving_1
51,3.5411706911923053,0.85,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,podcast_1,cook_at_home_1
52,3.857047360336917,0.87,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,podcast_1,dairy_products_1
53,2.5095433967243,0.52,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,podcast_1,go_to_gym_1
54,3.5576540826893983,0.89,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,podcast_1,drink_coffee_1
55,4.61647364469911,0.94,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,driving_1,cook_at_home_1
56,6.132814349695283,0.97,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,driving_1,dairy_products_1
57,3.9680701372653777,0.84,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,driving_1,go_to_gym_1
58,5.258284805772209,0.95,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,driving_1,drink_coffee_1
59,6.06101637961662,0.99,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,cook_at_home_1,dairy_products_1
60,3.985474631988617,0.92,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,cook_at_home_1,go_to_gym_1
61,5.930879548439032,0.99,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,cook_at_home_1,drink_coffee_1
62,4.561447636079463,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,dairy_products_1,go_to_gym_1
63,6.363026903720567,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,dairy_products_1,drink_coffee_1
64,4.390549763457827,0.97,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1,go_to_gym_1,drink_coffee_1
65,1.1485581365658757,0.01,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,skiing_1,podcast_1
66,1.870781254187265,0.26,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,skiing_1,driving_1
67,2.406112543422844,0.51,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,skiing_1,cook_at_home_1
68,2.0264436703409054,0.28,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,skiing_1,dairy_products_1
69,1.9339684663570642,0.25,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,skiing_1,go_to_gym_1
70,2.4621874553065304,0.45,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,skiing_1,drink_coffee_1
71,2.0006056607966882,0.21,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,podcast_1,driving_1
72,2.3165694259518728,0.39,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,podcast_1,cook_at_home_1
73,2.13138744294726,0.25,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,podcast_1,dairy_products_1
74,1.9075451080175136,0.17,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,podcast_1,go_to_gym_1
75,2.2115825770140582,0.35,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,podcast_1,drink_coffee_1
76,2.7324521673449396,0.56,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,driving_1,cook_at_home_1
77,2.7981251649173506,0.67,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,driving_1,dairy_products_1
78,3.1853101278988594,0.7,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,driving_1,go_to_gym_1
79,3.617815701320315,0.88,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,driving_1,drink_coffee_1
80,3.313390110324261,0.86,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,cook_at_home_1,dairy_products_1
81,3.616949659479936,0.84,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,cook_at_home_1,go_to_gym_1
82,3.6746923379475716,0.89,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,cook_at_home_1,drink_coffee_1
83,3.071658820024379,0.75,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,dairy_products_1,go_to_gym_1
84,3.929088479453346,0.88,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,dairy_products_1,drink_coffee_1
85,3.3947295010380443,0.71,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1,go_to_gym_1,drink_coffee_1
86,2.3369051965777246,0.37,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,skiing_1,podcast_1,driving_1
87,2.919689811017686,0.64,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,skiing_1,podcast_1,cook_at_home_1
88,2.4378848391102146,0.38,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,skiing_1,podcast_1,dairy_products_1
89,2.0235399919656794,0.3,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,skiing_1,podcast_1,go_to_gym_1
90,2.8182745769756306,0.57,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,skiing_1,podcast_1,drink_coffee_1
91,3.461933982409465,0.8,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,skiing_1,driving_1,cook_at_home_1
92,3.8593228848717813,0.85,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,skiing_1,driving_1,dairy_products_1
93,3.0588651171810266,0.65,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,skiing_1,driving_1,go_to_gym_1
94,4.144534191429347,0.9,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,skiing_1,driving_1,drink_coffee_1
95,4.438617130295231,0.96,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,skiing_1,cook_at_home_1,dairy_products_1
96,3.427552332559662,0.82,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,skiing_1,cook_at_home_1,go_to_gym_1
97,4.825012690323765,0.95,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,skiing_1,cook_at_home_1,drink_coffee_1
98,2.9422792699940796,0.65,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,skiing_1,dairy_products_1,go_to_gym_1
99,4.6610874685522985,0.96,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,skiing_1,dairy_products_1,drink_coffee_1
100,3.2961847886719537,0.78,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,skiing_1,go_to_gym_1,drink_coffee_1
101,3.5528538759492543,0.89,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,podcast_1,driving_1,cook_at_home_1
102,3.820100872933689,0.92,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,podcast_1,driving_1,dairy_products_1
103,3.4747426918692885,0.85,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,podcast_1,driving_1,go_to_gym_1
104,4.234925409468897,0.91,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,podcast_1,driving_1,drink_coffee_1
105,4.145967607463042,0.95,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,podcast_1,cook_at_home_1,dairy_products_1
106,4.308458834296666,0.93,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,podcast_1,cook_at_home_1,go_to_gym_1
107,4.494916795181024,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,podcast_1,cook_at_home_1,drink_coffee_1
108,3.3790596620400635,0.79,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,podcast_1,dairy_products_1,go_to_gym_1
109,4.408906779418239,0.96,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,podcast_1,dairy_products_1,drink_coffee_1
110,3.646768261325854,0.87,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,podcast_1,go_to_gym_1,drink_coffee_1
111,5.216612969743844,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,driving_1,cook_at_home_1,dairy_products_1
112,4.994727470519071,0.99,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,driving_1,cook_at_home_1,go_to_gym_1
113,5.175634960101175,0.97,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,driving_1,cook_at_home_1,drink_coffee_1
114,5.218104577676042,0.99,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,driving_1,dairy_products_1,go_to_gym_1
115,6.604930488036228,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,driving_1,dairy_products_1,drink_coffee_1
116,6.149019195624859,0.99,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,driving_1,go_to_gym_1,drink_coffee_1
117,5.80559817703912,0.99,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cook_at_home_1,dairy_products_1,go_to_gym_1
118,7.363769733476891,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cook_at_home_1,dairy_products_1,drink_coffee_1
119,6.097752081133826,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cook_at_home_1,go_to_gym_1,drink_coffee_1
120,6.389387517571941,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,dairy_products_1,go_to_gym_1,drink_coffee_1
121,1.7146088033895057,0.13,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,tennis_1,skiing_1
122,2.3797637420019746,0.42,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,tennis_1,podcast_1
123,2.925616196987379,0.62,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,tennis_1,driving_1
124,2.9524239911811834,0.73,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,tennis_1,cook_at_home_1
125,3.149210995591398,0.78,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,tennis_1,dairy_products_1
126,2.7377492478002625,0.52,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,tennis_1,go_to_gym_1
127,3.2359180058681596,0.75,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,tennis_1,drink_coffee_1
128,2.691787805000629,0.53,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,skiing_1,podcast_1
129,3.8891307464354257,0.88,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,skiing_1,driving_1
130,4.179649355965909,0.95,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,skiing_1,cook_at_home_1
131,4.43265456493122,0.95,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,skiing_1,dairy_products_1
132,2.7730163927591573,0.59,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,skiing_1,go_to_gym_1
133,4.132556768968982,0.95,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,skiing_1,drink_coffee_1
134,4.835378382324906,0.97,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,podcast_1,driving_1
135,5.13672822970347,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,podcast_1,cook_at_home_1
136,5.634217808781245,0.99,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,podcast_1,dairy_products_1
137,4.153527424792007,0.94,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,podcast_1,go_to_gym_1
138,5.276984988807071,0.99,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,podcast_1,drink_coffee_1
139,6.160383226023377,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,driving_1,cook_at_home_1
140,6.427111819828041,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,driving_1,dairy_products_1
141,5.9483572623623635,0.97,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,driving_1,go_to_gym_1
142,7.332250985338424,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,driving_1,drink_coffee_1
143,7.204732065408428,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,cook_at_home_1,dairy_products_1
144,6.111527171397914,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,cook_at_home_1,go_to_gym_1
145,7.070429596480315,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,cook_at_home_1,drink_coffee_1
146,6.990532774394794,0.99,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,dairy_products_1,go_to_gym_1
147,6.85209864428021,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,dairy_products_1,drink_coffee_1
148,6.16566338424918,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1,go_to_gym_1,drink_coffee_1
149,1.0412962637719354,0.01,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,skiing_1,podcast_1
150,1.581695851379173,0.1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,skiing_1,driving_1
151,1.8797414830501509,0.18,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,skiing_1,cook_at_home_1
152,1.6492204414348228,0.11,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,skiing_1,dairy_products_1
153,1.5427568954221746,0.07,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,skiing_1,go_to_gym_1
154,1.8376830126344443,0.22,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,skiing_1,drink_coffee_1
155,1.8350039144135544,0.14,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,podcast_1,driving_1
156,2.4121989148575955,0.38,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,podcast_1,cook_at_home_1
157,2.349410841108249,0.37,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,podcast_1,dairy_products_1
158,2.2917525988033303,0.38,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,podcast_1,go_to_gym_1
159,2.016928369764316,0.27,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,podcast_1,drink_coffee_1
160,2.3692126207647006,0.49,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,driving_1,cook_at_home_1
161,2.4990604277947837,0.51,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,driving_1,dairy_products_1
162,2.9149992668690405,0.67,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,driving_1,go_to_gym_1
163,2.969148429129199,0.73,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,driving_1,drink_coffee_1
164,2.7531679534450397,0.6,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,cook_at_home_1,dairy_products_1
165,3.577137161604229,0.83,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,cook_at_home_1,go_to_gym_1
166,2.996159552224656,0.73,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,cook_at_home_1,drink_coffee_1
167,3.3373774160521292,0.82,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,dairy_products_1,go_to_gym_1
168,2.9317381688094164,0.62,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,dairy_products_1,drink_coffee_1
169,2.978792890725216,0.69,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1,go_to_gym_1,drink_coffee_1
170,2.248788589910141,0.33,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,skiing_1,podcast_1,driving_1
171,2.8654593069285124,0.57,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,skiing_1,podcast_1,cook_at_home_1
172,2.6657864811251653,0.59,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,skiing_1,podcast_1,dairy_products_1
173,1.9185321868827714,0.24,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,skiing_1,podcast_1,go_to_gym_1
174,2.8342841917359114,0.67,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,skiing_1,podcast_1,drink_coffee_1
175,3.3964727335958167,0.8,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,skiing_1,driving_1,cook_at_home_1
176,3.549542960851993,0.84,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,skiing_1,driving_1,dairy_products_1
177,2.473257407104356,0.42,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,skiing_1,driving_1,go_to_gym_1
178,4.012138792343186,0.86,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,skiing_1,driving_1,drink_coffee_1
179,4.435415486494407,0.93,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,skiing_1,cook_at_home_1,dairy_products_1
180,3.322148540366023,0.84,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,skiing_1,cook_at_home_1,go_to_gym_1
181,4.730503232100334,0.96,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,skiing_1,cook_at_home_1,drink_coffee_1
182,2.9013705118915083,0.67,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,skiing_1,dairy_products_1,go_to_gym_1
183,4.4983957252266284,0.93,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,skiing_1,dairy_products_1,drink_coffee_1
184,2.9211723457961623,0.74,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,skiing_1,go_to_gym_1,drink_coffee_1
185,4.42958614639667,0.95,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,podcast_1,driving_1,cook_at_home_1
186,4.633713953988807,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,podcast_1,driving_1,dairy_products_1
187,4.3410790856584835,0.93,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,podcast_1,driving_1,go_to_gym_1
188,5.110747795198101,0.96,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,podcast_1,driving_1,drink_coffee_1
189,5.564822908559292,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,podcast_1,cook_at_home_1,dairy_products_1
190,5.300550093218425,0.97,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,podcast_1,cook_at_home_1,go_to_gym_1
191,5.869189302558175,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,podcast_1,cook_at_home_1,drink_coffee_1
