StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ExternalReference,DistributionChannel,UserLanguage,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cigarettes_1,grocery_1,tennis_1,skiing_1,podcast_1,driving_1,cook_at_home_1,dairy_products_1,go_to_gym_1,drink_coffee_1,gender,age,politics_1,zip,attention_check,Q11,id
2018-10-31T11:05:32Z,2018-10-31 11:08:04,100,151,True,2018-10-31 11:08:04,NA,anonymous,EN,35,31,44,76,12,14,21,1,22,58,70,53,88,26,59,Male,33,4,95928,"drink coffee,cook at home,go to the gym,drive to work",Good study.,35
2018-10-31T11:05:32Z,2018-10-31 11:07:44,100,132,True,2018-10-31 11:07:45,NA,anonymous,EN,40,20,20,60,20,20,10,5,5,15,30,60,60,25,55,Male,44,2,50314,"drink coffee,cook at home,go to the gym,drive to work",NA,36
2018-10-31T11:05:33Z,2018-10-31 11:06:58,100,84,True,2018-10-31 11:06:58,NA,anonymous,EN,64,31,23,72,17,41,15,23,14,36,86,66,97,58,68,Male,28,3,96797,"drink coffee,cook at home,go to the gym,drive to work",NA,37
2018-10-31T11:05:33Z,2018-10-31 11:09:07,100,213,True,2018-10-31 11:09:07,NA,anonymous,EN,82,79,82,79,87,80,72,84,95,78,80,91,79,80,80,Male,36,6,33825,watch TV,nice survey,38
2018-10-31T11:05:34Z,2018-10-31 11:09:58,100,264,True,2018-10-31 11:09:59,NA,anonymous,EN,80,55,70,70,49,70,30,20,15,30,40,75,60,40,75,Male,43,5,89103,"drink coffee,cook at home,go to the gym,drive to work",NA,39
2018-10-31T11:05:34Z,2018-10-31 11:09:07,100,213,True,2018-10-31 11:09:07,NA,anonymous,EN,40,70,45,81,35,60,45,25,26,25,90,76,80,40,91,Female,50,4,03242,"drink coffee,cook at home,go to the gym,drive to work",NA,40
2018-10-31T11:05:34Z,2018-10-31 11:06:55,100,81,True,2018-10-31 11:06:56,NA,anonymous,EN,46,42,58,93,24,13,33,18,15,37,63,75,76,54,72,Female,22,2,01886,"drink coffee,cook at home,go to the gym,drive to work",NA,41
2018-10-31T11:05:35Z,2018-10-31 11:07:51,100,135,True,2018-10-31 11:07:51,NA,anonymous,EN,63,38,34,85,21,16,25,28,54,63,72,42,44,30,79,Female,52,7,27520,"drink coffee,cook at home,go to the gym,drive to work",none,42
2018-10-31T11:05:35Z,2018-10-31 11:08:30,100,175,True,2018-10-31 11:08:31,NA,anonymous,EN,65,55,35,90,25,21,16,59,45,35,77,80,70,60,88,Male,27,2,32303,"drink coffee,cook at home,go to the gym,drive to work",NA,43
2018-10-31T11:05:35Z,2018-10-31 11:07:16,100,100,True,2018-10-31 11:07:16,NA,anonymous,EN,56,50,68,77,50,61,19,40,31,58,80,38,57,59,69,Male,26,4,31408,"drink coffee,cook at home,go to the gym,drive to work,watch TV,read newspapers,go to bars",NA,44
2018-10-31T11:05:36Z,2018-10-31 11:09:12,100,216,True,2018-10-31 11:09:13,NA,anonymous,EN,50,55,60,90,5,30,80,4,20,70,75,95,97,35,98,Male,39,2,05401,"drink coffee,cook at home,go to the gym,drive to work",NA,45
2018-10-31T11:05:36Z,2018-10-31 11:11:21,100,345,True,2018-10-31 11:11:21,NA,anonymous,EN,40,40,70,77,25,35,35,20,35,40,75,55,85,45,75,Female,51,3,98248,"drink coffee,cook at home,go to the gym,drive to work",NA,46
2018-10-31T11:05:36Z,2018-10-31 11:08:46,100,190,True,2018-10-31 11:08:47,NA,anonymous,EN,70,70,40,85,20,15,60,20,20,60,86,70,75,75,70,Female,49,2,95337,"drink coffee,cook at home,go to the gym,drive to work",NA,47
2018-10-31T11:05:36Z,2018-10-31 11:07:34,100,118,True,2018-10-31 11:07:34,NA,anonymous,EN,65,62,64,43,64,68,55,63,48,56,74,54,51,52,54,Male,40,5,93301,"drink coffee,watch TV",NA,48
2018-10-31T11:05:36Z,2018-10-31 11:07:19,100,102,True,2018-10-31 11:07:19,NA,anonymous,EN,62,47,45,80,20,13,40,11,21,49,60,50,73,60,67,Male,28,4,53716,"drink coffee,cook at home,go to the gym,drive to work",NA,49
2018-10-31T11:05:38Z,2018-10-31 11:08:07,100,149,True,2018-10-31 11:08:08,NA,anonymous,EN,81,88,84,85,83,87,85,82,84,85,84,88,88,83,77,Male,30,6,11101,drink coffee,This survey is very interesting.,50
2018-10-31T11:05:39Z,2018-10-31 11:08:32,100,172,True,2018-10-31 11:08:33,NA,anonymous,EN,50,65,35,95,30,5,2,15,65,70,85,90,90,30,85,Female,40,5,80550,"drink coffee,cook at home,go to the gym,drive to work",NA,51
2018-10-31T11:05:39Z,2018-10-31 11:08:05,100,145,True,2018-10-31 11:08:05,NA,anonymous,EN,70,34,25,54,36,8,30,21,14,64,38,78,50,60,46,Male,32,1,44240,"drink coffee,cook at home,go to the gym,drive to work",NA,52
2018-10-31T11:05:40Z,2018-10-31 11:06:53,100,72,True,2018-10-31 11:06:53,NA,anonymous,EN,69,43,85,86,28,43,14,31,55,19,93,95,88,48,84,Female,20,4,49508,"drink coffee,cook at home,go to the gym,drive to work",NA,53
2018-10-31T11:05:40Z,2018-10-31 11:07:41,100,121,True,2018-10-31 11:07:42,NA,anonymous,EN,50,30,23,90,5,15,15,4,37,20,85,65,90,27,80,Male,38,1,61021,"drink coffee,cook at home,go to the gym,drive to work",NA,54
2018-10-31T11:05:40Z,2018-10-31 11:08:13,100,152,True,2018-10-31 11:08:13,NA,anonymous,EN,55,25,45,65,20,30,5,15,40,40,85,60,90,30,80,Male,42,2,73134,"drink coffee,cook at home,go to the gym,drive to work",NA,55
2018-10-31T11:05:40Z,2018-10-31 11:08:11,100,151,True,2018-10-31 11:08:11,NA,anonymous,EN,75,50,48,25,22,19,16,15,25,8,76,68,86,30,63,Male,52,2,02110,"drink coffee,cook at home,go to the gym,drive to work",NA,56
2018-10-31T11:05:41Z,2018-10-31 11:07:52,100,130,True,2018-10-31 11:07:53,NA,anonymous,EN,41,33,50,26,20,41,26,3,6,9,62,77,65,15,64,Female,46,3,15221,"drink coffee,cook at home,go to the gym,drive to work",NA,57
2018-10-31T11:05:41Z,2018-10-31 11:08:41,100,179,True,2018-10-31 11:08:41,NA,anonymous,EN,80,27,71,27,29,19,9,5,62,23,87,92,65,10,85,Male,42,7,90014,"drink coffee,cook at home,go to the gym,drive to work",NA,58
2018-10-31T11:05:41Z,2018-10-31 11:11:13,100,331,True,2018-10-31 11:11:13,NA,anonymous,EN,80,30,40,90,10,35,10,15,20,25,60,90,95,30,70,Male,28,4,10472,"drink coffee,cook at home,go to the gym,drive to work",NA,59
2018-10-31T11:05:42Z,2018-10-31 11:07:36,100,114,True,2018-10-31 11:07:37,NA,anonymous,EN,35,30,25,85,25,20,25,15,30,35,60,40,70,30,50,Female,32,2,95827,"drink coffee,cook at home,go to the gym,drive to work","None, thanks!",60
2018-10-31T11:05:42Z,2018-10-31 11:08:20,100,157,True,2018-10-31 11:08:20,NA,anonymous,EN,50,40,2,65,8,10,5,5,50,10,80,60,90,20,55,Female,33,4,78748,"watch TV,read newspapers,go to the movies,go to bars",NA,61
2018-10-31T11:05:42Z,2018-10-31 11:09:07,100,204,True,2018-10-31 11:09:07,NA,anonymous,EN,20,61,3,44,2,21,26,6,12,13,74,94,76,35,64,Female,38,2,17361,"drink coffee,cook at home,go to the gym,drive to work",NA,62
2018-10-31T11:05:42Z,2018-10-31 11:09:07,100,204,True,2018-10-31 11:09:07,NA,anonymous,EN,40,50,25,65,40,25,30,10,30,30,45,65,65,30,65,Male,55,5,80111,"drink coffee,cook at home,go to the gym,drive to work",NA,63
2018-10-31T11:05:43Z,2018-10-31 11:08:26,100,163,True,2018-10-31 11:08:26,NA,anonymous,EN,40,40,40,63,25,20,25,10,20,12,65,75,70,30,70,Male,31,5,83648,"drink coffee,cook at home,go to the gym,drive to work",None.,64
2018-10-31T11:05:43Z,2018-10-31 11:07:27,100,104,True,2018-10-31 11:07:27,NA,anonymous,EN,34,21,23,51,5,55,14,4,10,14,58,66,59,37,72,Female,29,1,97305,"drink coffee,cook at home,go to the gym,drive to work",NA,65
2018-10-31T11:05:43Z,2018-10-31 11:08:54,100,191,True,2018-10-31 11:08:55,NA,anonymous,EN,38,35,35,82,11,22,14,15,40,40,41,63,60,40,59,Male,47,2,77085,"drink coffee,cook at home,go to the gym,drive to work",NA,66
2018-10-31T11:05:43Z,2018-10-31 11:09:12,100,209,True,2018-10-31 11:09:13,NA,anonymous,EN,67,54,87,68,54,60,57,63,53,63,56,67,63,68,58,Male,25,6,10021,watch TV,Good,67
2018-10-31T11:05:44Z,2018-10-31 11:08:44,100,179,True,2018-10-31 11:08:44,NA,anonymous,EN,57,41,61,95,35,26,52,29,38,64,66,48,83,38,87,Male,35,2,23508,"drink coffee,cook at home,go to the gym,drive to work,watch TV,go to bars",NA,68
2018-10-31T11:05:44Z,2018-10-31 11:08:10,100,145,True,2018-10-31 11:08:10,NA,anonymous,EN,30,30,80,90,6,30,6,7,50,20,97,47,90,15,95,Male,22,5,83843,"drink coffee,cook at home,go to the gym,drive to work",NA,69
2018-10-31T11:05:44Z,2018-10-31 11:08:08,100,143,True,2018-10-31 11:08:08,NA,anonymous,EN,65,50,30,60,15,75,10,25,20,15,80,65,100,30,75,Female,67,6,44130,"drink coffee,cook at home,go to the gym,drive to work",NA,70
2018-10-31T11:05:44Z,2018-10-31 11:11:27,100,343,True,2018-10-31 11:11:27,NA,anonymous,EN,70,71,35,40,17,35,30,20,25,40,70,45,50,25,90,Female,55,6,76550,"drink coffee,cook at home,go to the gym,drive to work",NA,71
2018-10-31T11:05:45Z,2018-10-31 11:08:21,100,156,True,2018-10-31 11:08:21,NA,anonymous,EN,75,10,5,75,5,5,2,2,40,10,60,80,80,25,35,Male,26,7,02170,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",None.,72
2018-10-31T11:05:45Z,2018-10-31 11:09:40,100,235,True,2018-10-31 11:09:41,NA,anonymous,EN,80,95,95,65,50,40,90,40,65,85,65,80,90,50,75,Male,38,1,92101,"cook at home,go to the gym,drive to work",list my opinion,73
2018-10-31T11:05:45Z,2018-10-31 11:08:49,100,183,True,2018-10-31 11:08:50,NA,anonymous,EN,32,43,40,72,18,17,33,11,14,10,61,81,90,22,68,Female,57,6,14580,"drink coffee,cook at home,go to the gym,drive to work",NA,74
2018-10-31T11:05:45Z,2018-10-31 11:08:58,100,193,True,2018-10-31 11:08:58,NA,anonymous,EN,64,61,50,77,7,35,19,13,44,54,70,72,89,41,64,Female,32,6,80128,"drink coffee,cook at home,go to the gym,drive to work,go to bars",none,75
2018-10-31T11:05:46Z,2018-10-31 11:08:34,100,168,True,2018-10-31 11:08:35,NA,anonymous,EN,66,70,40,80,30,45,10,25,25,35,75,45,70,20,85,Female,35,5,46060,"drink coffee,cook at home,go to the gym,drive to work",NA,76
2018-10-31T11:05:46Z,2018-10-31 11:09:16,100,209,True,2018-10-31 11:09:16,NA,anonymous,EN,41,37,53,61,65,58,50,29,44,31,80,60,59,56,56,Male,38,4,45069,"cook at home,drive to work,watch TV,read newspapers",NA,77
2018-10-31T11:05:46Z,2018-10-31 11:07:54,100,128,True,2018-10-31 11:07:55,NA,anonymous,EN,30,20,30,45,12,25,15,4,20,9,65,33,85,10,55,Male,30,3,98133,"drink coffee,cook at home,go to the gym,drive to work",No issues to report.,78
2018-10-31T11:05:46Z,2018-10-31 11:07:52,100,125,True,2018-10-31 11:07:52,NA,anonymous,EN,80,35,15,60,5,15,10,10,40,20,70,70,95,25,70,Male,29,2,28468,"drink coffee,cook at home,go to the gym,drive to work",NA,79
2018-10-31T11:05:48Z,2018-10-31 11:07:41,100,112,True,2018-10-31 11:07:41,NA,anonymous,EN,55,38,13,75,60,24,7,71,37,51,68,40,55,37,59,Male,22,4,46203,"cook at home,go to the gym",NA,80
2018-10-31T11:05:48Z,2018-10-31 11:07:58,100,129,True,2018-10-31 11:07:58,NA,anonymous,EN,59,56,81,71,37,57,14,32,53,57,82,51,59,32,91,Female,23,3,07444,"drink coffee,cook at home,go to the gym,drive to work",NA,81
2018-10-31T11:05:48Z,2018-10-31 11:08:16,100,147,True,2018-10-31 11:08:16,NA,anonymous,EN,36,39,38,83,18,9,8,12,17,32,65,68,91,17,68,Female,48,3,33713,"drink coffee,cook at home,go to the gym,drive to work",NA,82
2018-10-31T11:05:48Z,2018-10-31 11:10:38,100,289,True,2018-10-31 11:10:38,NA,anonymous,EN,67,40,40,80,17,35,40,7,28,35,70,65,70,35,60,Female,21,3,32304,"drink coffee,cook at home,go to the gym,drive to work",NA,83
2018-10-31T11:05:48Z,2018-10-31 11:08:39,100,170,True,2018-10-31 11:08:39,NA,anonymous,EN,45,65,35,65,30,45,30,40,40,40,80,70,85,35,85,Female,34,1,72012,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,84
2018-10-31T11:05:49Z,2018-10-31 11:08:42,100,172,True,2018-10-31 11:08:42,NA,anonymous,EN,42,30,41,65,30,22,35,24,20,40,71,85,70,60,63,Female,51,2,07072,"drink coffee,cook at home,go to the gym,drive to work",NA,85
2018-10-31T11:05:50Z,2018-10-31 11:08:11,100,140,True,2018-10-31 11:08:11,NA,anonymous,EN,69,28,47,21,12,9,32,7,4,12,45,42,62,27,40,Female,33,1,60622,"drink coffee,cook at home,drive to work,read newspapers",NA,86
2018-10-31T11:05:51Z,2018-10-31 11:08:19,100,147,True,2018-10-31 11:08:20,NA,anonymous,EN,52,58,50,93,36,49,48,21,39,51,90,68,74,60,87,Female,45,6,22553,"drink coffee,cook at home,go to the gym,drive to work",NA,87
2018-10-31T11:05:51Z,2018-10-31 11:07:23,100,91,True,2018-10-31 11:07:23,NA,anonymous,EN,77,60,84,97,58,69,29,40,47,71,67,74,60,69,59,Female,38,4,97526,"drink coffee,cook at home,go to the gym,drive to work",NA,88
2018-10-31T11:05:51Z,2018-10-31 11:07:27,100,95,True,2018-10-31 11:07:27,NA,anonymous,EN,45,57,71,93,31,48,25,26,43,8,89,88,92,11,89,Female,26,4,10589,"drink coffee,cook at home,go to the gym,drive to work",NA,89
2018-10-31T11:05:52Z,2018-10-31 11:08:03,100,131,True,2018-10-31 11:08:04,NA,anonymous,EN,50,30,35,70,20,15,43,11,20,38,50,45,70,25,40,Male,29,1,93313,"drink coffee,cook at home,go to the gym,drive to work",NA,90
2018-10-31T11:05:52Z,2018-10-31 11:07:57,100,125,True,2018-10-31 11:07:57,NA,anonymous,EN,53,35,4,88,20,29,4,6,24,5,72,47,64,23,65,Male,56,3,30052,"drink coffee,cook at home,go to the gym,drive to work",NA,91
2018-10-31T11:05:53Z,2018-10-31 11:07:59,100,126,True,2018-10-31 11:08:00,NA,anonymous,EN,70,55,50,90,10,30,70,10,65,81,95,85,90,24,85,Male,24,2,95054,"drink coffee,cook at home,go to the gym,drive to work",NA,92
2018-10-31T11:05:53Z,2018-10-31 11:11:11,100,318,True,2018-10-31 11:11:12,NA,anonymous,EN,54,44,35,31,25,47,38,22,19,46,86,38,36,40,48,Male,25,7,11208,"drink coffee,cook at home,go to the gym,drive to work",Thanks for the survey.,93
2018-10-31T11:05:54Z,2018-10-31 11:08:12,100,138,True,2018-10-31 11:08:13,NA,anonymous,EN,50,38,60,72,16,15,19,15,33,35,67,82,75,41,54,Female,26,1,02116,"drink coffee,cook at home,go to the gym,drive to work",NA,94
2018-10-31T11:05:54Z,2018-10-31 11:08:06,100,132,True,2018-10-31 11:08:06,NA,anonymous,EN,58,33,36,25,26,23,61,12,33,11,83,79,72,23,81,Female,54,5,91016,"drink coffee,cook at home,go to the gym,drive to work",NA,95
2018-10-31T11:05:54Z,2018-10-31 11:09:11,100,197,True,2018-10-31 11:09:12,NA,anonymous,EN,40,35,15,85,20,30,45,15,30,60,75,25,80,30,60,Female,34,1,00926,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,96
2018-10-31T11:05:54Z,2018-10-31 11:07:59,100,124,True,2018-10-31 11:08:00,NA,anonymous,EN,44,27,38,60,7,22,6,8,12,30,91,77,49,8,52,Male,31,6,53190,"drink coffee,cook at home,go to the gym,drive to work",NA,97
2018-10-31T11:05:54Z,2018-10-31 11:07:19,100,84,True,2018-10-31 11:07:19,NA,anonymous,EN,46,23,54,70,18,25,16,6,53,22,73,67,89,32,55,Female,26,2,43224,"drink coffee,cook at home,go to the gym,drive to work",NA,98
2018-10-31T11:05:55Z,2018-10-31 11:08:28,100,153,True,2018-10-31 11:08:29,NA,anonymous,EN,60,35,35,45,27,36,51,11,22,35,91,75,82,47,76,Female,44,4,92867,"drink coffee,cook at home,go to the gym,drive to work",no,99
2018-10-31T11:05:55Z,2018-10-31 11:08:19,100,143,True,2018-10-31 11:08:20,NA,anonymous,EN,60,40,30,85,20,20,20,15,30,34,96,90,50,25,66,Male,38,2,81501,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,100
2018-10-31T11:05:55Z,2018-10-31 11:07:25,100,90,True,2018-10-31 11:07:25,NA,anonymous,EN,41,55,27,62,32,30,25,31,37,36,84,66,68,42,62,Male,41,5,14617,"drink coffee,cook at home,go to the gym,drive to work",NA,101
2018-10-31T11:05:55Z,2018-10-31 11:09:24,100,209,True,2018-10-31 11:09:24,NA,anonymous,EN,40,30,35,70,14,11,45,6,20,64,87,50,79,29,70,Male,38,2,92071,"drink coffee,cook at home,go to the gym,drive to work",NA,102
2018-10-31T11:05:55Z,2018-10-31 11:08:38,100,162,True,2018-10-31 11:08:38,NA,anonymous,EN,55,45,43,39,34,21,50,26,26,30,50,83,68,39,71,Female,56,1,97402,"watch TV,read newspapers,go to the movies,go to bars",NA,103
2018-10-31T11:05:56Z,2018-10-31 11:09:55,100,238,True,2018-10-31 11:09:56,NA,anonymous,EN,62,18,20,33,10,13,10,8,10,12,26,64,75,7,60,Male,41,3,92009,"drink coffee,cook at home,go to the gym,drive to work",Thank you for the interesting HIT!,104
2018-10-31T11:05:56Z,2018-10-31 11:08:50,100,173,True,2018-10-31 11:08:50,NA,anonymous,EN,69,55,68,90,64,46,68,85,63,72,62,65,64,53,67,Male,28,7,14202,"cook at home,go to the gym,read newspapers",NA,105
2018-10-31T11:05:58Z,2018-10-31 11:08:27,100,149,True,2018-10-31 11:08:28,NA,anonymous,EN,60,45,25,50,25,30,23,50,35,35,80,75,75,50,70,Female,43,3,60487,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,106
2018-10-31T11:05:59Z,2018-10-31 11:07:19,100,80,True,2018-10-31 11:07:19,NA,anonymous,EN,74,54,18,62,19,30,9,18,30,70,79,48,80,23,46,Male,34,4,70458,"drink coffee,cook at home,go to the gym,drive to work",n/a,107
