"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","320DUZ38G8BG16BZ2NXJ328UEG4GJ1","AR8O1107OAW4V","Approved","Fri Oct 05 10:40:46 PDT 2018","Fri Oct 05 10:53:11 PDT 2018","Mon Oct 08 10:53:11 PDT 2018","2018-10-08 17:53:38 UTC","","","745","100% (1/1)","100% (1/1)","100% (1/1)","90186993"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","32RIADZISTTTOT15UG4WME2EKU8S46","A3L8LSM7V7KX3T","Approved","Fri Oct 05 10:40:33 PDT 2018","Fri Oct 05 10:44:00 PDT 2018","Mon Oct 08 10:44:00 PDT 2018","2018-10-08 17:44:37 UTC","","","207","100% (2/2)","100% (1/1)","100% (1/1)","50073748"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","32Z9ZLUT1M982DX72676WY1HSARHOK","A27PVIL93ZMY46","Approved","Fri Oct 05 10:40:17 PDT 2018","Fri Oct 05 10:49:43 PDT 2018","Mon Oct 08 10:49:43 PDT 2018","2018-10-08 17:50:37 UTC","","","566","100% (2/2)","100% (1/1)","100% (1/1)","98469304"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","336YQZE83W38MHS0OORKFX9MS1L5MC","A2XQ3CFB5HT2ZQ","Approved","Fri Oct 05 10:40:23 PDT 2018","Fri Oct 05 10:44:24 PDT 2018","Mon Oct 08 10:44:24 PDT 2018","2018-10-08 17:44:38 UTC","","","241","100% (2/2)","100% (1/1)","100% (1/1)","38040285"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","33C7UALJVMNUDAPDT0FP7PVAWGR819","A326O3VWP8TO8N","Approved","Fri Oct 05 10:40:22 PDT 2018","Fri Oct 05 10:46:00 PDT 2018","Mon Oct 08 10:46:00 PDT 2018","2018-10-08 17:46:37 UTC","","","338","100% (2/2)","100% (1/1)","100% (1/1)","14250182"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","33CUSNVVNO1COA9YSLO4MZIIAMX88T","A3IF13XHP5UPO2","Approved","Fri Oct 05 10:40:31 PDT 2018","Fri Oct 05 10:47:49 PDT 2018","Mon Oct 08 10:47:49 PDT 2018","2018-10-08 17:48:37 UTC","","","438","100% (3/3)","100% (1/1)","100% (1/1)","45863031"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","33FBRBDW6POE0DZB9X49OLE10DI8CZ","AR4UI9K92BUT3","Approved","Fri Oct 05 10:40:33 PDT 2018","Fri Oct 05 10:45:21 PDT 2018","Mon Oct 08 10:45:21 PDT 2018","2018-10-08 17:45:38 UTC","","","288","100% (1/1)","100% (1/1)","100% (1/1)","83969094"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","33FBRBDW6POE0DZB9X49OLE10DIC83","A2S75O867RJG0I","Approved","Fri Oct 05 10:40:14 PDT 2018","Fri Oct 05 10:51:26 PDT 2018","Mon Oct 08 10:51:26 PDT 2018","2018-10-08 17:51:38 UTC","","","672","100% (2/2)","100% (1/1)","100% (1/1)","43168314"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","33ISQZVXPQBGCGPOQ9KEQ7AKQ43CC9","A1QA5EWFMNKGTA","Approved","Fri Oct 05 10:40:19 PDT 2018","Fri Oct 05 10:46:01 PDT 2018","Mon Oct 08 10:46:01 PDT 2018","2018-10-08 17:46:37 UTC","","","342","100% (2/2)","100% (1/1)","100% (1/1)","19299914"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","33JKGHPFYDJCC6Y6SON69E98JMLNMK","AT0COJ1G23ZB0","Approved","Fri Oct 05 10:40:44 PDT 2018","Fri Oct 05 10:44:46 PDT 2018","Mon Oct 08 10:44:46 PDT 2018","2018-10-08 17:45:37 UTC","","","242","100% (2/2)","100% (1/1)","100% (1/1)","44643042"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","33M4IA01QHQ8LGP2Z26WTFUGRNURXW","APMXAXJRP3CMQ","Approved","Fri Oct 05 10:40:32 PDT 2018","Fri Oct 05 10:50:16 PDT 2018","Mon Oct 08 10:50:16 PDT 2018","2018-10-08 17:50:38 UTC","","","584","100% (1/1)","100% (1/1)","100% (1/1)","25932714"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","33OOO72IVIAXYXRZCVF4FHAOEQ3CTS","AJ07DDJEDT8YD","Approved","Fri Oct 05 10:40:37 PDT 2018","Fri Oct 05 10:42:35 PDT 2018","Mon Oct 08 10:42:35 PDT 2018","2018-10-08 17:42:38 UTC","","","118","100% (1/1)","100% (1/1)","100% (1/1)","56234212"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","33OOO72IVIAXYXRZCVF4FHAOEQ8CTX","A2RCYLKY072XXO","Approved","Fri Oct 05 10:56:33 PDT 2018","Fri Oct 05 10:58:52 PDT 2018","Mon Oct 08 10:58:52 PDT 2018","2018-10-08 17:59:37 UTC","","","139","100% (1/1)","100% (1/1)","100% (1/1)","86953314"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","33PPO7FECW4HUBH2IFBBLGQXO9ZIDH","A2KULPQLIRYC9D","Approved","Fri Oct 05 10:40:35 PDT 2018","Fri Oct 05 10:42:51 PDT 2018","Mon Oct 08 10:42:51 PDT 2018","2018-10-08 17:43:37 UTC","","","136","100% (1/1)","100% (1/1)","100% (1/1)","42470374"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","33PPUNGG39UXQBPH0KUHQ0ARZNSRZT","A21TGZU9EXJ272","Approved","Fri Oct 05 10:40:56 PDT 2018","Fri Oct 05 10:43:55 PDT 2018","Mon Oct 08 10:43:55 PDT 2018","2018-10-08 17:44:37 UTC","","","179","100% (1/1)","100% (1/1)","100% (1/1)","45923338"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","34Q075JO1Y2CVLKAYW2AEAPSDIG10G","AJM4334V07JDQ","Approved","Fri Oct 05 10:41:54 PDT 2018","Fri Oct 05 10:51:58 PDT 2018","Mon Oct 08 10:51:58 PDT 2018","2018-10-08 17:52:37 UTC","","","604","100% (1/1)","100% (1/1)","100% (1/1)","30681896"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","34QN5IT0T0GU6L4VXHBPTKC0ROL806","A3MHI6Z5ZP8F00","Approved","Fri Oct 05 10:40:25 PDT 2018","Fri Oct 05 10:43:02 PDT 2018","Mon Oct 08 10:43:02 PDT 2018","2018-10-08 17:43:37 UTC","","","157","100% (1/1)","100% (1/1)","100% (1/1)","38588359"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","34S6N1K2ZW80WSUAPERE4HXNX5MHL3","A37S96RT1P1IT2","Approved","Fri Oct 05 10:40:14 PDT 2018","Fri Oct 05 10:45:08 PDT 2018","Mon Oct 08 10:45:08 PDT 2018","2018-10-08 17:45:37 UTC","","","294","100% (2/2)","100% (1/1)","100% (1/1)","86607687"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","354P56DE9LSQ7GJOWE23PQMOBWYS7Q","A3IFVDB03R6463","Approved","Fri Oct 05 10:41:17 PDT 2018","Fri Oct 05 10:44:33 PDT 2018","Mon Oct 08 10:44:33 PDT 2018","2018-10-08 17:44:38 UTC","","","196","100% (1/1)","100% (1/1)","100% (1/1)","35348795"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","35DR22AR5E9G2E40OC50BHR0L9EX3Y","A1WISFBL3J5Z12","Approved","Fri Oct 05 10:43:01 PDT 2018","Fri Oct 05 10:49:31 PDT 2018","Mon Oct 08 10:49:31 PDT 2018","2018-10-08 17:49:38 UTC","","","390","100% (2/2)","100% (1/1)","100% (1/1)","34970827"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","35H6S234SBP6XE7818K3Q1C0216562","A1PUHCEBSOWETV","Approved","Fri Oct 05 10:40:16 PDT 2018","Fri Oct 05 10:46:09 PDT 2018","Mon Oct 08 10:46:09 PDT 2018","2018-10-08 17:46:38 UTC","","","353","100% (2/2)","100% (1/1)","100% (1/1)","30746761"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","35K3O9HUAC22CQTCD2GAO1VQ8T8FEG","A35NM2285DUAFH","Approved","Fri Oct 05 10:40:16 PDT 2018","Fri Oct 05 10:43:30 PDT 2018","Mon Oct 08 10:43:30 PDT 2018","2018-10-08 17:43:38 UTC","","","194","100% (1/1)","100% (1/1)","100% (1/1)","44581650"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","35LDD5557BTB40D3VBVQHMS4PRGMKE","A2T007HZK66WM","Approved","Fri Oct 05 10:40:13 PDT 2018","Fri Oct 05 10:42:09 PDT 2018","Mon Oct 08 10:42:09 PDT 2018","2018-10-08 17:42:37 UTC","","","116","100% (1/1)","100% (1/1)","100% (1/1)","50789175"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3634BBTX0PJESVVY9L619GTI0MFFIP","A1DUPOUC9RNU4L","Approved","Fri Oct 05 10:40:20 PDT 2018","Fri Oct 05 10:44:13 PDT 2018","Mon Oct 08 10:44:13 PDT 2018","2018-10-08 17:44:38 UTC","","","233","100% (3/3)","100% (1/1)","100% (1/1)","88712538"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","36PW28KO40L7GZC42MUIA0KZBDVAEY","A2KYOM2ZGYDJGT","Approved","Fri Oct 05 10:40:21 PDT 2018","Fri Oct 05 10:48:28 PDT 2018","Mon Oct 08 10:48:28 PDT 2018","2018-10-08 17:48:38 UTC","","","487","100% (2/2)","100% (2/2)","100% (1/1)","68948721"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","36U2A8VAG2OBYH2HEEJ1BHFBY1UKY2","A1N2O9SRQSVL03","Approved","Fri Oct 05 10:56:22 PDT 2018","Fri Oct 05 10:58:55 PDT 2018","Mon Oct 08 10:58:55 PDT 2018","2018-10-08 17:59:37 UTC","","","153","100% (2/2)","100% (1/1)","100% (1/1)","64686721"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","36U2A8VAG2OBYH2HEEJ1BHFBY1UYKG","A1QHVJMI5YNWQ9","Approved","Fri Oct 05 10:41:56 PDT 2018","Fri Oct 05 10:46:30 PDT 2018","Mon Oct 08 10:46:30 PDT 2018","2018-10-08 17:46:38 UTC","","","274","100% (1/1)","100% (1/1)","100% (1/1)","27587892"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","36V4Q8R5ZLPXF3BY8GFND84DOX8MQ6","A1ING769NXJIHR","Approved","Fri Oct 05 10:40:16 PDT 2018","Fri Oct 05 10:52:57 PDT 2018","Mon Oct 08 10:52:57 PDT 2018","2018-10-08 17:53:37 UTC","","","761","100% (1/1)","100% (1/1)","100% (1/1)","68934415"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","36W0OB37HX3K1HBE4FINCW8LCEXHZP","A2PWUACCQI97J8","Approved","Fri Oct 05 11:05:43 PDT 2018","Fri Oct 05 11:10:56 PDT 2018","Mon Oct 08 11:10:56 PDT 2018","2018-10-08 18:11:40 UTC","","","313","100% (1/1)","100% (1/1)","100% (1/1)","92446568"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","37C0GNLMHGS11RM1GE2MOD0SFI6D6K","AAXX5LDVJ32F8","Approved","Fri Oct 05 10:46:41 PDT 2018","Fri Oct 05 10:52:16 PDT 2018","Mon Oct 08 10:52:16 PDT 2018","2018-10-08 17:52:38 UTC","","","335","100% (1/1)","100% (1/1)","100% (1/1)","89109215"
