StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ExternalReference,DistributionChannel,UserLanguage,big_cities_1,computer_preference_1,cook_at_home_1,drink_coffee_1,own_homes_1,podcast_1,gender,age,politics_1,zip,attention_check,Q11,id
2019-01-07T15:09:38Z,2019-01-07 15:12:19,100,160,True,2019-01-07 15:12:19,NA,anonymous,EN,40,90,65,80,75,50,Male,28,2,21046,"like big cities,cook at home,like to drink coffee,listen to podcasts",None,18
2019-01-07T16:10:24Z,2019-01-07 16:13:38,100,194,True,2019-01-07 16:13:38,NA,anonymous,EN,55,40,80,70,50,45,Male,24,4,90002,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,19
2019-01-07T14:28:53Z,2019-01-07 14:30:51,100,118,True,2019-01-07 14:30:52,NA,anonymous,EN,80,70,100,70,100,80,Male,22,3,94087,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,20
2019-01-07T16:16:22Z,2019-01-07 16:17:48,100,86,True,2019-01-07 16:17:48,NA,anonymous,EN,54,86,82,63,100,67,Female,40,6,33308,"like big cities,cook at home,like to drink coffee,listen to podcasts",Great survey!,21
2019-01-07T14:48:19Z,2019-01-07 14:50:46,100,147,True,2019-01-07 14:50:47,NA,anonymous,EN,52,62,65,59,44,39,Female,28,3,36532,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,22
2019-01-07T14:20:17Z,2019-01-07 14:22:59,100,161,True,2019-01-07 14:22:59,NA,anonymous,EN,50,55,55,50,60,50,Male,48,3,07747,"like big cities,cook at home,like to drink coffee,listen to podcasts",n/a,23
2019-01-07T14:25:11Z,2019-01-07 14:26:40,100,89,True,2019-01-07 14:26:41,NA,anonymous,EN,74,46,78,80,87,55,Male,33,1,56701,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,24
2019-01-07T15:00:36Z,2019-01-07 15:02:07,100,90,True,2019-01-07 15:02:07,NA,anonymous,EN,55,62,45,42,43,52,Female,31,1,06340,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,25
2019-01-07T14:57:25Z,2019-01-07 14:58:48,100,82,True,2019-01-07 14:58:48,NA,anonymous,EN,68,66,81,66,60,55,Female,25,6,94546,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,26
2019-01-07T15:21:44Z,2019-01-07 15:23:29,100,104,True,2019-01-07 15:23:29,NA,anonymous,EN,100,100,100,100,100,100,Female,61,3,98362,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,27
2019-01-07T14:34:13Z,2019-01-07 14:36:15,100,122,True,2019-01-07 14:36:15,NA,anonymous,EN,22,71,35,87,50,17,Male,34,4,27524,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,28
2019-01-07T14:24:15Z,2019-01-07 14:27:01,100,166,True,2019-01-07 14:27:01,NA,anonymous,EN,75,75,80,75,75,75,Male,46,2,27587,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,29
2019-01-07T14:24:00Z,2019-01-07 14:25:48,100,108,True,2019-01-07 14:25:49,NA,anonymous,EN,68,53,72,68,54,50,Male,30,7,65616,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,30
2019-01-07T14:49:20Z,2019-01-07 14:50:35,100,75,True,2019-01-07 14:50:35,NA,anonymous,EN,47,44,86,63,53,10,Male,39,7,32118,"cook at home,like to drink coffee,listen to podcasts",NA,31
2019-01-07T14:24:58Z,2019-01-07 14:28:28,100,209,True,2019-01-07 14:28:28,NA,anonymous,EN,73,83,94,95,100,85,Female,35,6,78602,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,32
2019-01-07T15:43:16Z,2019-01-07 15:45:15,100,118,True,2019-01-07 15:45:15,NA,anonymous,EN,59,50,86,84,78,50,Female,34,4,06459,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,33
2019-01-07T15:53:01Z,2019-01-07 15:55:08,100,126,True,2019-01-07 15:55:08,NA,anonymous,EN,90,90,90,90,90,90,Male,25,4,65101,"like big cities,cook at home,like to drink coffee,listen to podcasts","The survey was interesting, thank you.",34
2019-01-07T16:14:05Z,2019-01-07 16:16:26,100,141,True,2019-01-07 16:16:27,NA,anonymous,EN,50,30,75,50,60,50,Male,26,4,30263,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,35
2019-01-07T14:37:43Z,2019-01-07 14:39:36,100,112,True,2019-01-07 14:39:36,NA,anonymous,EN,60,65,75,74,57,50,Female,23,6,70115,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,36
2019-01-07T14:21:55Z,2019-01-07 14:24:12,100,137,True,2019-01-07 14:24:12,NA,anonymous,EN,55,51,50,50,35,65,Male,27,4,53051,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,37
2019-01-07T15:47:14Z,2019-01-07 15:50:16,100,182,True,2019-01-07 15:50:17,NA,anonymous,EN,30,56,88,82,90,44,Male,45,5,29150,"like big cities,cook at home,like to drink coffee,listen to podcasts",thank you,38
2019-01-07T15:59:49Z,2019-01-07 16:02:15,100,145,True,2019-01-07 16:02:15,NA,anonymous,EN,52,85,61,88,35,75,Male,34,3,77494,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,39
2019-01-07T14:21:06Z,2019-01-07 14:22:02,100,56,True,2019-01-07 14:22:03,NA,anonymous,EN,24,10,73,64,81,33,Male,18,4,78266,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,40
2019-01-07T16:03:05Z,2019-01-07 16:05:03,100,118,True,2019-01-07 16:05:03,NA,anonymous,EN,60,75,100,97,95,80,Male,58,5,44460,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,41
2019-01-07T14:20:21Z,2019-01-07 14:27:48,100,447,True,2019-01-07 14:27:49,NA,anonymous,EN,82,69,86,60,45,86,Female,56,3,19601,"like big cities,cook at home,like to drink coffee,listen to podcasts,read newspapers",NA,42
2019-01-07T14:59:43Z,2019-01-07 15:01:08,100,85,True,2019-01-07 15:01:08,NA,anonymous,EN,84,60,82,75,65,70,Male,24,1,60188,"like big cities,cook at home,listen to podcasts,watch TV,go to the movies",NA,43
2019-01-07T14:37:44Z,2019-01-07 14:40:57,100,192,True,2019-01-07 14:40:58,NA,anonymous,EN,65,60,75,65,60,52,Female,38,4,55038,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,44
2019-01-07T14:43:55Z,2019-01-07 14:45:21,100,86,True,2019-01-07 14:45:21,NA,anonymous,EN,60,76,91,76,89,75,Male,37,2,33897,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,45
2019-01-07T15:53:38Z,2019-01-07 15:54:47,100,69,True,2019-01-07 15:54:47,NA,anonymous,EN,59,26,51,84,44,29,Male,33,1,02021,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,46
2019-01-07T14:20:45Z,2019-01-07 14:22:06,100,81,True,2019-01-07 14:22:06,NA,anonymous,EN,58,59,84,78,96,61,Male,40,4,24148,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,47
2019-01-07T14:19:42Z,2019-01-07 14:20:43,100,60,True,2019-01-07 14:20:43,NA,anonymous,EN,31,8,67,7,9,2,Female,23,1,01760,"cook at home,listen to podcasts,read newspapers",NA,48
2019-01-07T15:25:48Z,2019-01-07 15:28:39,100,170,True,2019-01-07 15:28:39,NA,anonymous,EN,61,60,69,59,77,59,Female,27,2,37415,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,49
2019-01-07T14:19:05Z,2019-01-07 14:22:35,100,209,True,2019-01-07 14:22:35,NA,anonymous,EN,65,77,90,64,90,82,Male,27,3,15217,"like big cities,cook at home,like to drink coffee,listen to podcasts,watch TV","make the ""next"" button bigger",50
2019-01-07T14:49:39Z,2019-01-07 14:51:42,100,122,True,2019-01-07 14:51:42,NA,anonymous,EN,81,82,91,75,77,86,Male,34,6,79413,"like big cities,cook at home,like to drink coffee",Good hit,51
2019-01-07T14:20:47Z,2019-01-07 14:23:08,100,141,True,2019-01-07 14:23:09,NA,anonymous,EN,60,51,90,80,70,55,Male,27,5,92253,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,52
2019-01-07T14:20:03Z,2019-01-07 14:21:24,100,81,True,2019-01-07 14:21:24,NA,anonymous,EN,57,66,63,75,61,49,Female,28,1,90277,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,53
2019-01-07T14:51:17Z,2019-01-07 14:52:19,100,61,True,2019-01-07 14:52:19,NA,anonymous,EN,71,71,75,69,65,70,Female,23,3,91214,"like big cities,cook at home,listen to podcasts",NA,54
2019-01-07T15:08:22Z,2019-01-07 15:12:41,100,258,True,2019-01-07 15:12:41,NA,anonymous,EN,80,75,70,95,60,35,Female,48,3,11106,"like big cities,cook at home,like to drink coffee,listen to podcasts",No other comments.,55
2019-01-07T14:43:12Z,2019-01-07 14:44:47,100,94,True,2019-01-07 14:44:47,NA,anonymous,EN,55,54,72,33,78,27,Female,26,1,60451,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,56
2019-01-07T14:53:16Z,2019-01-07 14:55:22,100,126,True,2019-01-07 14:55:22,NA,anonymous,EN,71,68,92,93,86,58,Female,50,2,60714,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,57
2019-01-07T14:21:05Z,2019-01-07 14:22:57,100,111,True,2019-01-07 14:22:57,NA,anonymous,EN,70,71,74,70,69,70,Male,37,3,49021,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,58
2019-01-07T14:24:31Z,2019-01-07 14:29:39,100,308,True,2019-01-07 14:29:39,NA,anonymous,EN,74,80,60,81,42,70,Female,28,6,61920,"like big cities,cook at home,like to drink coffee,listen to podcasts",Thanks,59
2019-01-07T15:09:50Z,2019-01-07 15:11:31,100,100,True,2019-01-07 15:11:31,NA,anonymous,EN,62,79,94,65,80,66,Male,57,2,48855,"like big cities,cook at home,like to drink coffee,listen to podcasts",none,60
2019-01-07T14:19:50Z,2019-01-07 14:23:29,100,219,True,2019-01-07 14:23:29,NA,anonymous,EN,100,100,100,100,100,100,Male,28,7,75602,go to the movies,it's good survey,61
2019-01-07T14:39:30Z,2019-01-07 14:42:13,100,163,True,2019-01-07 14:42:13,NA,anonymous,EN,68,80,70,85,91,75,Female,31,5,97701,"like big cities,cook at home,like to drink coffee,listen to podcasts",I think I selected all the available options on the last question. Good luck with your research!,62
2019-01-07T14:20:23Z,2019-01-07 14:22:05,100,101,True,2019-01-07 14:22:05,NA,anonymous,EN,56,50,81,83,47,54,Female,30,1,08012,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,63
2019-01-07T15:16:11Z,2019-01-07 15:17:27,100,76,True,2019-01-07 15:17:27,NA,anonymous,EN,75,69,97,89,94,83,Male,36,2,14226,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,64
2019-01-07T14:33:48Z,2019-01-07 14:37:25,100,217,True,2019-01-07 14:37:25,NA,anonymous,EN,70,67,65,60,75,50,Male,55,4,20706,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,65
2019-01-07T15:18:01Z,2019-01-07 15:19:21,100,80,True,2019-01-07 15:19:21,NA,anonymous,EN,50,50,70,75,30,65,Female,23,2,58251,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,66
2019-01-07T14:39:42Z,2019-01-07 14:41:59,100,137,True,2019-01-07 14:42:00,NA,anonymous,EN,25,61,75,60,85,45,Female,25,2,12455,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,67
2019-01-07T15:00:01Z,2019-01-07 15:01:52,100,111,True,2019-01-07 15:01:52,NA,anonymous,EN,83,57,60,92,84,72,Male,42,3,33020,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,68
2019-01-07T14:43:56Z,2019-01-07 14:45:17,100,81,True,2019-01-07 14:45:18,NA,anonymous,EN,81,79,81,80,83,85,Female,30,5,77450,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,69
2019-01-07T14:19:25Z,2019-01-07 14:21:25,100,120,True,2019-01-07 14:21:25,NA,anonymous,EN,59,59,71,65,65,69,Female,23,6,35613,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,70
2019-01-07T14:40:11Z,2019-01-07 14:43:48,100,217,True,2019-01-07 14:43:48,NA,anonymous,EN,75,70,95,75,90,80,Female,46,1,34479,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,71
2019-01-07T14:21:00Z,2019-01-07 14:23:32,100,152,True,2019-01-07 14:23:32,NA,anonymous,EN,85,70,100,75,99,80,Male,36,5,17350,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,72
2019-01-07T14:22:30Z,2019-01-07 14:25:38,100,187,True,2019-01-07 14:25:38,NA,anonymous,EN,50,90,80,50,85,40,Female,61,1,01118,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,73
2019-01-07T14:55:36Z,2019-01-07 14:58:18,100,161,True,2019-01-07 14:58:18,NA,anonymous,EN,73,75,81,79,35,47,Male,35,1,12508,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,74
2019-01-07T14:19:14Z,2019-01-07 14:21:15,100,121,True,2019-01-07 14:21:16,NA,anonymous,EN,80,81,81,60,61,53,Male,29,2,60625,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,75
2019-01-07T14:19:50Z,2019-01-07 14:21:51,100,121,True,2019-01-07 14:21:52,NA,anonymous,EN,64,83,43,43,43,69,Female,23,5,90001,"cook at home,watch TV,go to the movies",NA,76
2019-01-07T14:42:53Z,2019-01-07 14:46:22,100,208,True,2019-01-07 14:46:22,NA,anonymous,EN,95,82,90,91,85,80,Female,54,1,36345,"like big cities,cook at home,like to drink coffee,listen to podcasts",interesting,77
2019-01-07T14:39:41Z,2019-01-07 14:42:02,100,140,True,2019-01-07 14:42:02,NA,anonymous,EN,85,59,100,95,97,55,Female,34,3,89102,"like big cities,cook at home,like to drink coffee,listen to podcasts",This was very fun!,78
2019-01-07T14:24:32Z,2019-01-07 14:27:04,100,152,True,2019-01-07 14:27:04,NA,anonymous,EN,80,60,100,70,100,80,Female,57,7,66762,"like big cities,cook at home,like to drink coffee,listen to podcasts",None. Interesting survey.,79
2019-01-07T14:19:39Z,2019-01-07 14:22:05,100,145,True,2019-01-07 14:22:05,NA,anonymous,EN,60,60,100,85,100,55,Male,26,6,78249,"cook at home,like to drink coffee,listen to podcasts",NA,80
2019-01-07T14:30:45Z,2019-01-07 14:32:49,100,124,True,2019-01-07 14:32:49,NA,anonymous,EN,53,45,80,70,75,51,Female,58,5,77006,"like big cities,like to drink coffee,listen to podcasts",NA,81
2019-01-07T14:56:51Z,2019-01-07 14:59:52,100,181,True,2019-01-07 14:59:53,NA,anonymous,EN,75,60,90,85,70,75,Male,18,2,32907,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,82
2019-01-07T14:34:32Z,2019-01-07 14:36:53,100,140,True,2019-01-07 14:36:53,NA,anonymous,EN,60,65,70,65,50,60,Female,30,5,31909,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,83
2019-01-07T15:10:15Z,2019-01-07 15:11:49,100,94,True,2019-01-07 15:11:50,NA,anonymous,EN,68,50,92,70,66,58,Male,26,4,06385,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,84
2019-01-07T14:29:02Z,2019-01-07 14:29:49,100,46,True,2019-01-07 14:29:49,NA,anonymous,EN,60,69,55,47,44,63,Male,24,4,19810,"like big cities,cook at home",NA,85
2019-01-07T14:19:20Z,2019-01-07 14:20:29,100,69,True,2019-01-07 14:20:30,NA,anonymous,EN,81,80,95,88,95,81,Male,32,2,60102,"like big cities,cook at home,like to drink coffee,listen to podcasts,watch TV",NA,86
2019-01-07T15:57:30Z,2019-01-07 15:59:01,100,90,True,2019-01-07 15:59:01,NA,anonymous,EN,56,64,76,79,65,72,Female,23,2,98055,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,87
2019-01-07T14:19:54Z,2019-01-07 14:22:19,100,144,True,2019-01-07 14:22:19,NA,anonymous,EN,100,100,100,100,100,100,Male,58,5,68123,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,88
2019-01-07T15:46:56Z,2019-01-07 15:50:18,100,201,True,2019-01-07 15:50:18,NA,anonymous,EN,65,75,70,80,70,50,Female,57,1,75287,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,89
2019-01-07T14:38:39Z,2019-01-07 14:39:49,100,70,True,2019-01-07 14:39:49,NA,anonymous,EN,78,79,79,85,81,81,Male,24,4,30096,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,90
2019-01-07T14:50:49Z,2019-01-07 14:53:02,100,133,True,2019-01-07 14:53:03,NA,anonymous,EN,41,78,100,76,42,63,Female,18,3,70454,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,91
2019-01-07T14:50:48Z,2019-01-07 14:52:19,100,91,True,2019-01-07 14:52:20,NA,anonymous,EN,70,60,90,70,60,65,Female,28,5,85383,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,92
2019-01-07T15:20:19Z,2019-01-07 15:21:41,100,82,True,2019-01-07 15:21:41,NA,anonymous,EN,75,70,85,75,80,60,Female,23,3,93955,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,93
2019-01-07T14:56:47Z,2019-01-07 14:58:13,100,85,True,2019-01-07 14:58:13,NA,anonymous,EN,55,17,86,70,64,34,Female,38,1,19148,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,94
2019-01-07T14:55:31Z,2019-01-07 15:02:36,100,425,True,2019-01-07 15:02:37,NA,anonymous,EN,75,65,80,85,90,75,Female,66,6,85044,"like big cities,cook at home,like to drink coffee,listen to podcasts",No comment,95
2019-01-07T15:26:54Z,2019-01-07 15:29:12,100,137,True,2019-01-07 15:29:12,NA,anonymous,EN,55,60,71,66,65,29,Male,27,4,28211,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,96
2019-01-07T15:46:19Z,2019-01-07 15:47:55,100,95,True,2019-01-07 15:47:55,NA,anonymous,EN,46,46,90,71,49,48,Male,55,4,95691,"like big cities,cook at home,like to drink coffee",none,97
2019-01-07T14:30:06Z,2019-01-07 14:31:48,100,102,True,2019-01-07 14:31:48,NA,anonymous,EN,78,52,81,33,95,40,Male,32,6,80033,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,98
2019-01-07T14:39:40Z,2019-01-07 14:40:48,100,67,True,2019-01-07 14:40:48,NA,anonymous,EN,37,3,53,77,50,2,Female,28,6,75062,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,99
2019-01-07T15:13:05Z,2019-01-07 15:14:45,100,100,True,2019-01-07 15:14:46,NA,anonymous,EN,59,50,48,51,47,49,Female,43,4,54942,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,100
2019-01-07T14:37:18Z,2019-01-07 14:40:43,100,205,True,2019-01-07 14:40:43,NA,anonymous,EN,31,10,86,79,85,50,Male,50,1,30068,like to drink coffee,good,101
2019-01-07T14:31:03Z,2019-01-07 14:32:58,100,114,True,2019-01-07 14:32:58,NA,anonymous,EN,55,59,30,84,67,38,Female,26,2,33611,"cook at home,like to drink coffee,watch TV,go to bars",NA,102
2019-01-07T14:49:48Z,2019-01-07 14:51:21,100,92,True,2019-01-07 14:51:21,NA,anonymous,EN,60,70,77,50,77,57,Female,31,4,30024,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,103
2019-01-07T14:55:32Z,2019-01-07 14:58:39,100,187,True,2019-01-07 14:58:40,NA,anonymous,EN,59,61,62,80,78,63,Male,33,5,13457,"like big cities,cook at home,like to drink coffee,listen to podcasts","No comment, but thank you for the work",104
2019-01-07T14:45:46Z,2019-01-07 14:46:37,100,50,True,2019-01-07 14:46:38,NA,anonymous,EN,52,51,52,51,51,53,Female,23,1,32819,"cook at home,like to drink coffee,listen to podcasts",NA,105
2019-01-07T14:55:26Z,2019-01-07 14:57:36,100,130,True,2019-01-07 14:57:37,NA,anonymous,EN,47,49,45,54,48,50,Female,49,1,06825,"like big cities,cook at home,like to drink coffee,listen to podcasts",I was very confused,106
2019-01-07T14:34:48Z,2019-01-07 14:38:06,100,197,True,2019-01-07 14:38:06,NA,anonymous,EN,25,50,80,90,65,85,Female,41,1,77465,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,107
2019-01-07T15:43:14Z,2019-01-07 15:44:38,100,83,True,2019-01-07 15:44:38,NA,anonymous,EN,75,87,85,69,77,83,Female,50,3,53704,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,108
2019-01-07T15:14:21Z,2019-01-07 15:16:32,100,131,True,2019-01-07 15:16:33,NA,anonymous,EN,84,69,79,78,71,67,Female,39,3,89015,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,109
2019-01-07T14:21:39Z,2019-01-07 14:22:53,100,74,True,2019-01-07 14:22:54,NA,anonymous,EN,74,70,88,75,93,70,Female,29,2,85260,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,110
2019-01-07T15:19:38Z,2019-01-07 15:21:09,100,90,True,2019-01-07 15:21:09,NA,anonymous,EN,96,57,91,79,100,38,Female,67,1,29707,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,111
2019-01-07T14:19:28Z,2019-01-07 14:20:47,100,79,True,2019-01-07 14:20:48,NA,anonymous,EN,60,65,93,78,90,49,Female,29,5,99501,like to drink coffee,NA,112
2019-01-07T14:20:08Z,2019-01-07 14:22:23,100,135,True,2019-01-07 14:22:23,NA,anonymous,EN,48,18,62,75,34,83,Male,39,3,43935,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,113
2019-01-07T14:55:23Z,2019-01-07 14:57:21,100,118,True,2019-01-07 14:57:22,NA,anonymous,EN,75,75,85,70,60,65,Female,33,2,53188,"like big cities,cook at home,like to drink coffee,listen to podcasts",None,114
2019-01-07T14:36:57Z,2019-01-07 14:38:47,100,110,True,2019-01-07 14:38:48,NA,anonymous,EN,48,67,93,81,63,71,Male,55,1,53704,"like big cities,cook at home,like to drink coffee,listen to podcasts",thanks,115
2019-01-07T14:30:21Z,2019-01-07 14:31:41,100,80,True,2019-01-07 14:31:41,NA,anonymous,EN,80,40,75,85,65,60,Female,28,1,48430,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,116
2019-01-07T16:19:10Z,2019-01-07 16:22:13,100,182,True,2019-01-07 16:22:14,NA,anonymous,EN,47,41,66,64,60,56,Female,44,5,14843,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,117
2019-01-07T14:20:27Z,2019-01-07 14:21:49,100,82,True,2019-01-07 14:21:49,NA,anonymous,EN,13,12,78,27,15,20,Female,47,2,14701,"like big cities,cook at home,like to drink coffee,listen to podcasts",Na,118
2019-01-07T14:39:17Z,2019-01-07 14:42:47,100,210,True,2019-01-07 14:42:47,NA,anonymous,EN,80,80,90,85,97,85,Male,55,7,32209,"like big cities,cook at home,like to drink coffee,listen to podcasts",good survey,119
2019-01-07T14:27:07Z,2019-01-07 14:28:51,100,104,True,2019-01-07 14:28:51,NA,anonymous,EN,75,80,95,80,95,85,Female,46,7,08640,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,120
2019-01-07T15:18:16Z,2019-01-07 15:20:07,100,110,True,2019-01-07 15:20:08,NA,anonymous,EN,75,65,100,90,100,51,Female,35,4,29579,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,121
2019-01-07T14:22:17Z,2019-01-07 14:23:34,100,77,True,2019-01-07 14:23:35,NA,anonymous,EN,80,63,54,75,87,61,Male,26,4,18326,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,122
