StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,big_cities_1,computer_preference_1,cook_at_home_1,drink_coffee_1,own_homes_1,podcast_1,gender,age,politics_1,zip,attention_check,Q11,MTurkCode
2019-01-07 14:20:22,2019-01-07 14:21:57,IP Address,75.76.60.225,100,95,True,2019-01-07 14:21:58,R_Ry7pIACpm2UQJ0d,,,,,27.7953948974609375,-82.637298583984375,anonymous,EN,85,70,85,85,75,65,Female,40,2,33710,"like big cities,cook at home,like to drink coffee,listen to podcasts",,62483692
2019-01-07 14:21:06,2019-01-07 14:22:02,IP Address,129.7.0.185,100,56,True,2019-01-07 14:22:03,R_22R2HtTL0zUQg2A,,,,,29.8339996337890625,-95.43419647216796875,anonymous,EN,24,10,73,64,81,33,Male,18,4,78266,"like big cities,cook at home,like to drink coffee,listen to podcasts",,21096568
2019-01-07 14:19:39,2019-01-07 14:22:05,IP Address,72.177.202.245,100,145,True,2019-01-07 14:22:05,R_29c3wc8VyrMnAJv,,,,,29.5041961669921875,-98.5697021484375,anonymous,EN,60,60,100,85,100,55,Male,26,6,78249,"cook at home,like to drink coffee,listen to podcasts",,28912580
2019-01-07 14:20:23,2019-01-07 14:22:05,IP Address,73.10.76.195,100,101,True,2019-01-07 14:22:05,R_2QVZpgvhrG4BQKD,,,,,39.79010009765625,-75.0366973876953125,anonymous,EN,56,50,81,83,47,54,Female,30,1,08012,"like big cities,cook at home,like to drink coffee,listen to podcasts",,26016069
2019-01-07 14:20:45,2019-01-07 14:22:06,IP Address,199.241.238.67,100,81,True,2019-01-07 14:22:06,R_BL09sB2EefAwFod,,,,,38.0845947265625,-85.8509979248046875,anonymous,EN,58,59,84,78,96,61,Male,40,4,24148,"like big cities,cook at home,like to drink coffee,listen to podcasts",,22549125
2019-01-07 14:20:10,2019-01-07 14:22:07,IP Address,24.1.72.192,100,117,True,2019-01-07 14:22:08,R_2dTjR03VCd8huGm,,,,,41.8000946044921875,-87.92870330810546875,anonymous,EN,70,60,80,85,80,40,Male,25,1,60527,"like big cities,cook at home,like to drink coffee,listen to podcasts",,80822783
2019-01-07 14:20:14,2019-01-07 14:22:09,IP Address,184.58.255.70,100,115,True,2019-01-07 14:22:09,R_1dgipVMAuzQV49r,,,,,42.9958953857421875,-87.9944000244140625,anonymous,EN,80,80,80,75,85,70,Male,35,2,53207,"like big cities,cook at home,like to drink coffee,listen to podcasts",,54846952
2019-01-07 14:20:23,2019-01-07 14:22:11,IP Address,98.230.97.5,100,107,True,2019-01-07 14:22:11,R_2coywywQhyomZG9,,,,,30.487396240234375,-84.31890106201171875,anonymous,EN,70,93,90,90,70,40,Female,29,2,32303,"like big cities,cook at home,like to drink coffee,listen to podcasts",,85860990
2019-01-07 14:19:32,2019-01-07 14:22:13,IP Address,187.147.164.234,100,160,True,2019-01-07 14:22:14,R_qUEg5JH4aj9xwWJ,,,,,20.97540283203125,-89.61699676513671875,anonymous,EN,66,64,84,85,85,48,Female,24,2,92692,"like big cities,cook at home,like to drink coffee,listen to podcasts",,51895187
2019-01-07 14:19:54,2019-01-07 14:22:19,IP Address,196.52.10.27,100,144,True,2019-01-07 14:22:19,R_3oYo7FrDeYDUVi5,,,,,19.4342041015625,-99.13860321044921875,anonymous,EN,100,100,100,100,100,100,Male,58,5,68123,"like big cities,cook at home,like to drink coffee,listen to podcasts",,30565283
2019-01-07 14:20:08,2019-01-07 14:22:23,IP Address,73.79.166.153,100,135,True,2019-01-07 14:22:23,R_110ZMrqUkrijMrA,,,,,40.103607177734375,-80.7360992431640625,anonymous,EN,48,18,62,75,34,83,Male,39,3,43935,"like big cities,cook at home,like to drink coffee,listen to podcasts",,35199932
2019-01-07 14:19:36,2019-01-07 14:22:28,IP Address,69.135.192.103,100,171,True,2019-01-07 14:22:28,R_6V8OqF0jNXsWKGJ,,,,,39.1432037353515625,-84.521697998046875,anonymous,EN,89,55,75,60,85,40,Male,25,1,45219,"like big cities,cook at home,like to drink coffee,listen to podcasts",,87631820
2019-01-07 14:20:13,2019-01-07 14:22:31,IP Address,72.129.153.70,100,138,True,2019-01-07 14:22:31,R_115dtKPAvMU2KuE,,,,,44.50250244140625,-87.9770965576171875,anonymous,EN,75,80,85,75,80,60,Female,60,2,54302,"like big cities,cook at home,like to drink coffee,listen to podcasts",,52932731
2019-01-07 14:21:18,2019-01-07 14:22:34,IP Address,159.136.221.21,100,75,True,2019-01-07 14:22:34,R_2VgvlbsAQ11p3Ed,,,,,44.7859954833984375,-93.2201995849609375,anonymous,EN,78,81,81,83,72,78,Female,24,1,55106,"like big cities,cook at home,like to drink coffee,listen to podcasts",,93361908
2019-01-07 14:19:05,2019-01-07 14:22:35,IP Address,150.212.127.88,100,209,True,2019-01-07 14:22:35,R_2RWU6GY31NhidUt,,,,,40.443206787109375,-79.95310211181640625,anonymous,EN,65,77,90,64,90,82,Male,27,3,15217,"like big cities,cook at home,like to drink coffee,listen to podcasts,watch TV","make the ""next"" button bigger",24187292
2019-01-07 14:20:25,2019-01-07 14:22:39,IP Address,153.33.52.21,100,133,True,2019-01-07 14:22:39,R_2y7Qm6B7eQvWpgt,,,,,40.7924957275390625,-77.85230255126953125,anonymous,EN,94,81,97,69,86,80,Female,19,3,10502,"like big cities,cook at home,like to drink coffee,listen to podcasts",,55109622
2019-01-07 14:21:45,2019-01-07 14:22:45,IP Address,104.129.73.210,100,59,True,2019-01-07 14:22:45,R_2ZUOVu86oJYMvS3,,,,,40.8014984130859375,-72.8675994873046875,anonymous,EN,45,90,65,45,80,90,Female,32,1,11713,"like big cities,cook at home,like to drink coffee,listen to podcasts",,85645664
2019-01-07 14:21:11,2019-01-07 14:22:46,IP Address,75.138.64.71,100,95,True,2019-01-07 14:22:47,R_1IhK8Knz6hzeynd,,,,,33.94610595703125,-83.417999267578125,anonymous,EN,92,86,94,90,89,83,Female,62,4,30601,"like big cities,cook at home,like to drink coffee,listen to podcasts",nc,50139840
2019-01-07 14:21:58,2019-01-07 14:22:50,IP Address,107.145.113.42,100,51,True,2019-01-07 14:22:50,R_2ElNNrKM6B6BaIp,,,,,28.2061004638671875,-80.68499755859375,anonymous,EN,67,65,83,73,84,80,Male,35,4,32940,"like big cities,cook at home,like to drink coffee,listen to podcasts",,68116481
2019-01-07 14:21:03,2019-01-07 14:22:52,IP Address,75.12.93.25,100,108,True,2019-01-07 14:22:52,R_22WdMr6dx7fbO7E,,,,,42.9658966064453125,-85.65270233154296875,anonymous,EN,50,55,70,60,70,70,Male,30,1,49503,"like big cities,cook at home,like to drink coffee,listen to podcasts",,65689518
2019-01-07 14:21:51,2019-01-07 14:22:53,IP Address,68.62.10.172,100,61,True,2019-01-07 14:22:53,R_2AQqUxjndpgWj0D,,,,,43.1779022216796875,-83.7248992919921875,anonymous,EN,57,64,45,48,46,20,Male,28,2,48420,"like big cities,cook at home,like to drink coffee,listen to podcasts,watch TV",,61733198
2019-01-07 14:21:39,2019-01-07 14:22:53,IP Address,68.107.211.56,100,74,True,2019-01-07 14:22:54,R_32XAnQSvDq9jWDz,,,,,33.6013031005859375,-111.8867034912109375,anonymous,EN,74,70,88,75,93,70,Female,29,2,85260,"like big cities,cook at home,like to drink coffee,listen to podcasts",,34962361
2019-01-07 14:21:05,2019-01-07 14:22:57,IP Address,162.194.98.220,100,111,True,2019-01-07 14:22:57,R_3fW8XzNzjLeSs3u,,,,,42.769195556640625,-86.11640167236328125,anonymous,EN,70,71,74,70,69,70,Male,37,3,49021,"like big cities,cook at home,like to drink coffee,listen to podcasts",,25504832
2019-01-07 14:20:17,2019-01-07 14:22:59,IP Address,100.8.149.204,100,161,True,2019-01-07 14:22:59,R_DCDoEvi0NPOxOYp,,,,,40.4651947021484375,-74.2306976318359375,anonymous,EN,50,55,55,50,60,50,Male,48,3,07747,"like big cities,cook at home,like to drink coffee,listen to podcasts",n/a,17137857
2019-01-07 14:20:11,2019-01-07 14:23:00,IP Address,71.105.236.45,100,169,True,2019-01-07 14:23:01,R_zYxtoBZmhEHlAeB,,,,,40.744598388671875,-73.93450164794921875,anonymous,EN,75,50,80,50,65,42,Female,54,1,11211,"like big cities,cook at home,like to drink coffee,listen to podcasts",,11817259
2019-01-07 14:21:12,2019-01-07 14:23:03,IP Address,50.90.144.65,100,110,True,2019-01-07 14:23:03,R_3HzdcUzYJTGgT2p,,,,,39.8325958251953125,-86.0836029052734375,anonymous,EN,72,88,69,59,80,56,Male,34,2,46218,"like big cities,cook at home,like to drink coffee,listen to podcasts",,95258936
2019-01-07 14:20:47,2019-01-07 14:23:08,IP Address,47.158.170.173,100,141,True,2019-01-07 14:23:09,R_3g72PQvDmRr9kup,,,,,33.6685028076171875,-116.30810546875,anonymous,EN,60,51,90,80,70,55,Male,27,5,92253,"like big cities,cook at home,like to drink coffee,listen to podcasts",,24495278
2019-01-07 14:21:27,2019-01-07 14:23:13,IP Address,208.206.3.188,100,105,True,2019-01-07 14:23:13,R_3kN6nM0Xejf0ppN,,,,,41.929595947265625,-71.3009033203125,anonymous,EN,70,70,99,85,80,70,Male,35,2,01527,"like big cities,cook at home,like to drink coffee,listen to podcasts",,88410681
2019-01-07 14:19:57,2019-01-07 14:23:16,IP Address,173.127.235.84,100,199,True,2019-01-07 14:23:16,R_9Nd2SRL9qrf9XtD,,,,,38.8074951171875,-94.91570281982421875,anonymous,EN,70,87,69,79,88,79,Male,46,4,64063,"like big cities,cook at home,like to drink coffee,listen to podcasts",,82926861
2019-01-07 14:20:11,2019-01-07 14:23:24,IP Address,75.75.48.218,100,192,True,2019-01-07 14:23:24,R_21dms9TUTnXElxK,,,,,38.4586029052734375,-77.43060302734375,anonymous,EN,43,58,83,66,82,47,Female,59,6,22556,"like big cities,cook at home,like to drink coffee,listen to podcasts",none,79812770
2019-01-07 14:22:01,2019-01-07 14:23:24,IP Address,174.231.148.162,100,83,True,2019-01-07 14:23:25,R_6JqNSmHZFMpeHIJ,,,,,38.0845947265625,-85.8509979248046875,anonymous,EN,78,74,93,76,93,67,Male,30,1,40202,"like big cities,cook at home,like to drink coffee,listen to podcasts",,71057897
2019-01-07 14:19:50,2019-01-07 14:23:29,IP Address,196.17.65.106,100,219,True,2019-01-07 14:23:29,R_DCr7lMuTeWh1jON,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,100,100,100,100,100,100,Male,28,7,75602,go to the movies,it's good survey,25885558
2019-01-07 14:21:30,2019-01-07 14:23:31,IP Address,172.78.183.21,100,121,True,2019-01-07 14:23:32,R_339Lvippuqie1uV,,,,,41.6352996826171875,-88.6392974853515625,anonymous,EN,75,90,90,90,95,80,Female,47,6,61283,"like big cities,cook at home,like to drink coffee,listen to podcasts",,92653992
2019-01-07 14:21:00,2019-01-07 14:23:32,IP Address,98.235.23.190,100,152,True,2019-01-07 14:23:32,R_a8ET1W7eatrgWTn,,,,,39.832000732421875,-77.22229766845703125,anonymous,EN,85,70,100,75,99,80,Male,36,5,17350,"like big cities,cook at home,like to drink coffee,listen to podcasts",,28224720
2019-01-07 14:22:01,2019-01-07 14:23:33,IP Address,108.182.36.164,100,92,True,2019-01-07 14:23:34,R_3oQRsqttUFPNwAb,,,,,40.730804443359375,-73.99749755859375,anonymous,EN,90,75,96,98,98,87,Male,36,1,10463,"like big cities,cook at home,like to drink coffee,listen to podcasts",,95105996
2019-01-07 14:21:46,2019-01-07 14:23:34,IP Address,136.33.147.203,100,107,True,2019-01-07 14:23:34,R_3kaMMfLePhhayPP,,,,,39.0565032958984375,-94.59290313720703125,anonymous,EN,100,89,74,78,78,86,Male,25,3,64111,"like big cities,cook at home,like to drink coffee,listen to podcasts",,67636001
2019-01-07 14:22:17,2019-01-07 14:23:34,IP Address,67.22.26.209,100,77,True,2019-01-07 14:23:35,R_3oSEPX253pGhk7X,,,,,40.7924957275390625,-77.85230255126953125,anonymous,EN,80,63,54,75,87,61,Male,26,4,18326,"like big cities,cook at home,like to drink coffee,listen to podcasts",,36776615
2019-01-07 14:20:59,2019-01-07 14:23:41,IP Address,73.153.138.218,100,161,True,2019-01-07 14:23:41,R_27lM4LklYVj3O4Q,,,,,39.743499755859375,-105.10089874267578125,anonymous,EN,71,78,85,76,70,73,Male,49,2,80235,"like big cities,cook at home,like to drink coffee,listen to podcasts",,99976502
2019-01-07 14:21:36,2019-01-07 14:23:43,IP Address,104.183.8.48,100,127,True,2019-01-07 14:23:44,R_1l5niVevnxpjhSS,,,,,36.0594940185546875,-86.65920257568359375,anonymous,EN,50,50,80,75,75,60,Female,29,3,37013,"like big cities,cook at home,like to drink coffee,listen to podcasts",,69621454
2019-01-07 14:21:57,2019-01-07 14:23:43,IP Address,73.223.77.249,100,106,True,2019-01-07 14:23:44,R_sLKoR1PuzGd8JaN,,,,,37.30419921875,-121.80989837646484375,anonymous,EN,82,65,75,63,94,21,Male,30,3,95125,"like big cities,cook at home,like to drink coffee,listen to podcasts",,63972762
2019-01-07 14:21:55,2019-01-07 14:23:49,IP Address,76.78.232.221,100,114,True,2019-01-07 14:23:49,R_1dM09CGL1T07Ky2,,,,,33.4951019287109375,-86.80590057373046875,anonymous,EN,60,40,60,60,30,40,Female,20,2,35205,"like big cities,cook at home,like to drink coffee,listen to podcasts",,51686970
2019-01-07 14:21:12,2019-01-07 14:23:50,IP Address,104.162.129.249,100,157,True,2019-01-07 14:23:50,R_XHPwOP1AYuzr0Ep,,,,,40.737396240234375,-73.79509735107421875,anonymous,EN,50,30,65,50,60,30,Male,30,3,11374,"like big cities,cook at home,like to drink coffee,listen to podcasts",,50529039
2019-01-07 14:22:29,2019-01-07 14:23:56,IP Address,207.191.196.90,100,86,True,2019-01-07 14:23:56,R_2AYygiR4UtJW98p,,,,,42.041107177734375,-91.5941009521484375,anonymous,EN,72,80,70,75,70,68,Male,38,3,52404,"like big cities,cook at home,like to drink coffee,listen to podcasts",,74732172
2019-01-07 14:22:19,2019-01-07 14:23:57,IP Address,71.86.60.155,100,97,True,2019-01-07 14:23:57,R_2dLRuDkfQ0zLKSC,,,,,38.5814056396484375,-90.2624969482421875,anonymous,EN,63,80,92,85,50,69,Male,28,2,65202,"like big cities,cook at home,like to drink coffee,listen to podcasts",,40523033
2019-01-07 14:22:44,2019-01-07 14:23:57,IP Address,184.61.61.245,100,73,True,2019-01-07 14:23:57,R_4OYQzht12O66wRr,,,,,44.0222930908203125,-121.29850006103515625,anonymous,EN,80,81,100,80,100,80,Male,23,4,97739,"like big cities,cook at home,like to drink coffee,listen to podcasts",,89932289
2019-01-07 14:21:06,2019-01-07 14:24:01,IP Address,24.131.97.99,100,174,True,2019-01-07 14:24:01,R_3e34vdJe9mSaYSz,,,,,39.918792724609375,-78.9636993408203125,anonymous,EN,80,65,70,71,86,70,Female,50,6,15530,"like big cities,cook at home,like to drink coffee,listen to podcasts",Interesting survey questions,93696992
2019-01-07 14:22:27,2019-01-07 14:24:08,IP Address,70.15.101.47,100,101,True,2019-01-07 14:24:09,R_1CDDlJfCvNEZLd8,,,,,40.17559814453125,-76.182098388671875,anonymous,EN,74,75,80,80,75,71,Female,31,5,17601,"like big cities,cook at home,like to drink coffee,listen to podcasts",,64023225
2019-01-07 14:21:55,2019-01-07 14:24:12,IP Address,161.49.249.254,100,137,True,2019-01-07 14:24:12,R_wUl8giVOYx8RZMl,,,,,43.066802978515625,-88.1468963623046875,anonymous,EN,55,51,50,50,35,65,Male,27,4,53051,"like big cities,cook at home,like to drink coffee,listen to podcasts",,20389571
2019-01-07 14:22:21,2019-01-07 14:24:12,IP Address,69.180.7.237,100,111,True,2019-01-07 14:24:12,R_8qbq48rsqc0uQ25,,,,,33.998504638671875,-83.7115020751953125,anonymous,EN,76,76,94,95,87,67,Female,64,4,30680,"like big cities,cook at home,like to drink coffee,listen to podcasts",,74686271
2019-01-07 14:22:31,2019-01-07 14:24:13,IP Address,75.39.180.18,100,101,True,2019-01-07 14:24:13,R_3gYJtVQadJV4U8F,,,,,33.0894927978515625,-117.11280059814453125,anonymous,EN,60,30,53,74,70,47,Other/Non-conforming,18,3,43953,"like big cities,cook at home,like to drink coffee,listen to podcasts",I'm interested to see what this is about,50570230
2019-01-07 14:21:46,2019-01-07 14:24:15,IP Address,75.136.132.164,100,149,True,2019-01-07 14:24:16,R_3LcqsHwJDI3Rr03,,,,,34.526092529296875,-82.630401611328125,anonymous,EN,61,60,70,70,80,60,Female,45,5,29621,"like big cities,cook at home,like to drink coffee,listen to podcasts,watch TV",,13510366
2019-01-07 14:22:10,2019-01-07 14:24:24,IP Address,196.16.225.159,100,134,True,2019-01-07 14:24:24,R_25EnVvFd8iq43eA,,,,,39.099700927734375,-94.5785980224609375,anonymous,EN,76,90,86,91,91,90,Male,25,6,32044,watch TV,,40847969
2019-01-07 14:22:50,2019-01-07 14:24:34,IP Address,73.79.166.153,100,103,True,2019-01-07 14:24:34,R_1ewOvV7QU5DijBk,,,,,40.103607177734375,-80.7360992431640625,anonymous,EN,43,29,67,78,34,74,Female,36,3,43935,"like big cities,cook at home,like to drink coffee,listen to podcasts",,45891774
